rank,entity,total_mentions,literature,miviludes,interviews
907,dsm-iv,8,8,0,0
908,law enforcement,8,8,0,0
909,set,8,8,0,0
910,new age groups,8,8,0,0
911,new religious groups,8,8,0,0
912,mainline churches,8,8,0,0
913,findhorn,8,8,0,0
914,earth,8,8,0,0
915,theosophical,8,8,0,0
916,japanese new religions,8,8,0,0
917,divine,8,8,0,0
918,britain,8,8,0,0
919,social order,8,8,0,0
920,rodney stark,8,8,0,0
921,kanter,8,8,0,0
922,luc jouret,8,8,0,0
923,countercult groups,8,8,0,0
924,student,8,8,0,0
925,delusional belief,8,8,0,0
926,existential concerns,8,8,0,0
927,trauma,8,8,0,0
928,pamela,8,8,0,0
929,researcher,8,8,0,0
930,teaching,8,8,0,0
931,countercult movement,8,8,0,0
932,sannyasins,8,8,0,0
933,shaker,8,8,0,0
934,mormon,8,8,0,0
935,woman,8,8,0,0
936,methodological belief,8,8,0,0
937,discipleship,8,8,0,0
938,psychosynthesis,8,8,0,0
939,mahikari,8,8,0,0
940,meher baba,8,8,0,0
941,evangelical,8,7,0,1
942,aleister crowley,8,8,0,0
943,sacred name movement,8,8,0,0
944,prabhupada,8,8,0,0
945,judaism,8,6,2,0
946,rastafarian movement,8,8,0,0
947,protestant buddhism,8,8,0,0
948,ahmadiyya movement,8,8,0,0
949,soul,8,8,0,0
950,anshm,8,8,0,0
951,ahmadu bamba mbacké,8,8,0,0
952,candomblé,8,8,0,0
953,catholic charismatic renewal,8,8,0,0
954,christian congregation,8,8,0,0
955,church of the lord (aladura),8,8,0,0
956,bishops,8,8,0,0
957,ku-su,8,8,0,0
958,elijah masinde,8,8,0,0
959,thich nhat hanh,8,8,0,0
960,the children of god,8,8,0,0
961,godianism,8,8,0,0
962,pat robertson,8,8,0,0
963,edir macedo,8,8,0,0
964,liberation theology,8,8,0,0
965,house of the goddess,8,8,0,0
966,anti-cult groups,8,8,0,0
967,metropolitan community church,8,8,0,0
968,milingo,8,8,0,0
969,muhammad,8,8,0,0
970,new acropolis,8,8,0,0
971,jerry falwell,8,8,0,0
972,unification movement,8,8,0,0
973,"rosicrucian order, crotona fellowship",8,8,0,0
974,santi asoke,8,8,0,0
975,trungpa,8,8,0,0
976,yono tatekae,8,8,0,0
977,zar,8,8,0,0
978,zetaheal,8,8,0,0
979,ku klux klan,8,3,0,5
980,liberty,8,8,0,0
981,deprogrammer,8,8,0,0
982,cynthia kisser,8,8,0,0
983,religious group,8,8,0,0
984,greg bahnsen,8,8,0,0
985,charismatic bond,8,8,0,0
986,bainbridge,8,8,0,0
987,the committee for the future,8,8,0,0
988,master-disciple relationship,8,8,0,0
989,middle east,8,8,0,0
990,raëlian religion,8,8,0,0
991,pagan rituals,8,8,0,0
992,citizens,8,7,1,0
993,scientology church,8,8,0,0
994,grace agnes carlson,8,8,0,0
995,elizabeth prophet,8,8,0,0
996,roman catholicism,8,8,0,0
997,klan,8,8,0,0
998,farrakhan's nation of islam,8,8,0,0
999,baumgardner,8,8,0,0
1000,national socialism,8,8,0,0
1001,rockwell,8,8,0,0
1002,black muslims,8,8,0,0
1003,resocialization,8,8,0,0
1004,limamu,8,8,0,0
1005,hamallah,8,8,0,0
1006,hyper- real religions,8,8,0,0
1007,louis riel,8,8,0,0
1008,ministry of christ church,8,8,0,0
1009,new vrindaban,8,8,0,0
1010,sgi-uk,8,8,0,0
1011,ubuntu,8,8,0,0
1012,sunday schools,8,8,0,0
1013,shrines,8,8,0,0
1014,scolaire,8,0,8,0
1015,french law,7,7,0,0
1016,coercive deprogramming,7,7,0,0
1017,barker,7,7,0,0
1018,conformity,7,7,0,0
1019,apocalypticism,7,7,0,0
1020,research,7,7,0,0
1021,cultic brainwashing,7,7,0,0
1022,raelian movement,7,7,0,0
1023,evangelical christians,7,7,0,0
1024,time,7,7,0,0
1025,established religions,7,7,0,0
1026,cultic,7,7,0,0
1027,religious belief,7,7,0,0
1028,popular culture,7,7,0,0
1029,knowledge,7,7,0,0
1030,web sites,7,7,0,0
1031,protestants,7,7,0,0
1032,progressive millennialism,7,7,0,0
1033,cultural opponents,7,7,0,0
1034,evidence,7,7,0,0
1035,united kingdom,7,7,0,0
1036,economy,7,7,0,0
1037,religious beliefs,7,7,0,0
1038,western europe,7,7,0,0
1039,italy,7,7,0,0
1040,cult wars,7,7,0,0
1041,hierarchy,7,7,0,0
1042,witch-hunt,7,7,0,0
1043,ideological totalism,7,7,0,0
1044,totalism,7,7,0,0
1045,totalistic groups,7,7,0,0
1046,deconversion,7,7,0,0
1047,bhaktipada,7,7,0,0
1048,moses david berg,7,7,0,0
1049,mental illness,7,7,0,0
1050,psychopathology,7,7,0,0
1051,traditional religions,7,7,0,0
1052,nazism,7,7,0,0
1053,apocalyptic,7,7,0,0
1054,millennial movements,7,7,0,0
1055,reality,7,7,0,0
1056,feminist witches,7,7,0,0
1057,mainstream religions,7,7,0,0
1058,sri mataji,7,7,0,0
1059,dianetics,7,7,0,0
1060,li,7,7,0,0
1061,reverend moon,7,7,0,0
1062,participants,7,7,0,0
1063,qutb,7,7,0,0
1064,brotherhood,7,7,0,0
1065,bin laden,7,7,0,0
1066,rebellion,7,7,0,0
1067,persecution,7,7,0,0
1068,bonnie nettles,7,7,0,0
1069,subversive organizations,7,7,0,0
1070,nrm leaders,7,7,0,0
1071,cultawareness groups,7,7,0,0
1072,cult scene,7,7,0,0
1073,cult organizations,7,7,0,0
1074,jouret,7,7,0,0
1075,alex,7,7,0,0
1076,ken,7,7,0,0
1077,holy order of mans,7,7,0,0
1078,online community,7,7,0,0
1079,trinity,7,7,0,0
1080,1970s,7,7,0,0
1081,buddhist,7,7,0,0
1082,data,7,7,0,0
1083,mainstream,7,7,0,0
1084,rajneesh/osho movement,7,7,0,0
1085,humans,7,7,0,0
1086,bhagwan shree rajneesh,7,7,0,0
1087,ideas,7,7,0,0
1088,femininity,7,7,0,0
1089,john,7,7,0,0
1090,feminism,7,7,0,0
1091,religious leader,7,7,0,0
1092,arcane school,7,7,0,0
1093,helen petrovna,7,7,0,0
1094,sri chinmoy,7,7,0,0
1095,father divine,7,7,0,0
1096,maharaji,7,7,0,0
1097,oto,7,7,0,0
1098,reconstructionism,7,7,0,0
1099,witch,7,7,0,0
1100,shouters faction,7,7,0,0
1101,age of aquarius,7,7,0,0
1102,prayer,7,7,0,0
1103,whites,7,7,0,0
1104,builders of the adytum,7,7,0,0
1105,parishes,7,7,0,0
1106,anton lavey,7,7,0,0
1107,missionaries,7,7,0,0
1108,ciji,7,7,0,0
1109,kumuyi,7,7,0,0
1110,bryan wilson,7,7,0,0
1111,eucharist,7,7,0,0
1112,elizabeth clare prophet,7,7,0,0
1113,health and wealth,7,7,0,0
1114,american psychiatric association,7,7,0,0
1115,international church of christ,7,7,0,0
1116,ivi,7,7,0,0
1117,irh,7,7,0,0
1118,spain,7,7,0,0
1119,lumpa church,7,7,0,0
1120,universal fellowship of metropolitan community churches,7,7,0,0
1121,neo-hinduism,7,7,0,0
1122,fujii nichidatsu,7,7,0,0
1123,risshô kôsei-kai,7,7,0,0
1124,paliau,7,7,0,0
1125,osho commune international,7,7,0,0
1126,rastafarianism,7,7,0,0
1127,reclaiming,7,7,0,0
1128,teilhard de chardin,7,7,0,0
1129,toronto blessing,7,7,0,0
1130,nirmala devi,7,7,0,0
1131,independent churches,7,7,0,0
1132,north,7,7,0,0
1133,rousas john rushdoony,7,7,0,0
1134,rushdoony,7,7,0,0
1135,friends,7,7,0,0
1136,janet jacobs,7,7,0,0
1137,young women,7,7,0,0
1138,moonie,7,7,0,0
1139,the power,7,7,0,0
1140,terrorist groups,7,7,0,0
1141,religious terrorists,7,7,0,0
1142,mansell et al.,7,7,0,0
1143,mormon religion,7,7,0,0
1144,zionist,7,6,0,1
1145,book of mormon,7,7,0,0
1146,shirdi sai baba,7,7,0,0
1147,unseen source of authority,7,7,0,0
1148,mungiki movement,7,7,0,0
1149,aladura movement,7,7,0,0
1150,technology,7,7,0,0
1151,sathya sai movement,7,7,0,0
1152,sufi sm,7,7,0,0
1153,reactive satanism,7,7,0,0
1154,theosophical society in america,7,7,0,0
1155,house of lords,7,7,0,0
1156,citizens freedom foundation,7,7,0,0
1157,de-programmers,7,7,0,0
1158,rev. moon,7,7,0,0
1159,ervil,7,7,0,0
1160,national front,7,7,0,0
1161,rich,7,7,0,0
1162,women and the state,7,7,0,0
1163,psychological study of nrms,7,7,0,0
1164,norwegian shamanism,7,7,0,0
1165,euroamericans,7,7,0,0
1166,deganawidah,7,7,0,0
1167,great peace,7,7,0,0
1168,russian orthodox church,7,5,0,2
1169,wahhabism,7,7,0,0
1170,willy fautré,7,7,0,0
1171,witness lee,7,7,0,0
1172,i am,7,7,0,0
1173,foundation,7,7,0,0
1174,myrtle,7,7,0,0
1175,armstrong,7,7,0,0
1176,african pentecostalism,7,7,0,0
1177,william wilberforce,7,7,0,0
1178,edward eliot,7,7,0,0
1179,thomas perronet thompson,7,7,0,0
1180,sidi faqir,7,7,0,0
1181,sufi sects,7,7,0,0
1182,coaching,7,0,7,0
1183,emprise mentale,7,0,7,0
1184,psychological domination,7,0,7,0
1185,government officials,6,6,0,0
1186,report,6,6,0,0
1187,dangerous cults,6,6,0,0
1188,about-picard law,6,6,0,0
1189,religious cults,6,5,0,1
1190,capitalism,6,6,0,0
1191,anticult ideology,6,6,0,0
1192,convert,6,6,0,0
1193,father simon,6,6,0,0
1194,outside world,6,6,0,0
1195,dissociation,6,6,0,0
1196,cult recruiters,6,6,0,0
1197,cultic mind control,6,6,0,0
1198,stress,6,6,0,0
1199,unificationist seminars,6,6,0,0
1200,richardson,6,6,0,0
1201,galanter,6,6,0,0
1202,fundamentalists,6,6,0,0
1203,communist thought reform,6,6,0,0
1204,brainwashing theory,6,6,0,0
1205,christian countercult,6,6,0,0
1206,criticism,6,6,0,0
1207,cult apologists,6,6,0,0
1208,neopaganism,6,6,0,0
1209,christian groups,6,6,0,0
1210,theravada buddhism,6,6,0,0
1211,ethnic churches,6,6,0,0
1212,government agencies,6,6,0,0
1213,cult awareness movement,6,6,0,0
1214,channeling,6,6,0,0
1215,international churches of christ,6,6,0,0
1216,new agers,6,6,0,0
1217,past,6,6,0,0
1218,world-rejecting,6,6,0,0
1219,reason,6,6,0,0
1220,secular anticult,6,6,0,0
1221,ulc,6,6,0,0
1222,communes,6,6,0,0
1223,deprogrammings,6,6,0,0
1224,chinese government,6,6,0,0
1225,minority religious groups,6,6,0,0
1226,third parties,6,6,0,0
1227,structure,6,6,0,0
1228,french,6,6,0,0
1229,hervieu-le ´ger,6,6,0,0
1230,adults,6,5,1,0
1231,secular,6,6,0,0
1232,fringe religions,6,6,0,0
1233,black mass,6,6,0,0
1234,anti-cult movements,6,6,0,0
1235,allah,6,6,0,0
1236,psychological,6,6,0,0
1237,life,6,6,0,0
1238,social movements,6,6,0,0
1239,esoteric movements,6,6,0,0
1240,former-member support groups,6,6,0,0
1241,diagnostic and statistical manual of mental diseases,6,6,0,0
1242,indoctrination,6,6,0,0
1243,cult membership,6,6,0,0
1244,apocalyptic expectations,6,6,0,0
1245,historians,6,6,0,0
1246,nietzsche,6,6,0,0
1247,anabaptists,6,6,0,0
1248,academia,6,6,0,0
1249,creeds,6,6,0,0
1250,values,6,6,0,0
1251,them,6,6,0,0
1252,childhood,6,6,0,0
1253,baptists,6,6,0,0
1254,child,6,6,0,0
1255,rules,6,6,0,0
1256,extraterrestrials,6,6,0,0
1257,gnosticism,6,6,0,0
1258,japanese,6,6,0,0
1259,feminist spirituality,6,6,0,0
1260,lifeworld,6,6,0,0
1261,dramatic denouements,6,6,0,0
1262,antichrist,6,6,0,0
1263,millenarian movements,6,6,0,0
1264,anxiety,6,6,0,0
1265,wealth,6,5,1,0
1266,methodists,6,6,0,0
1267,laws,6,6,0,0
1268,amorc,6,6,0,0
1269,sangha,6,6,0,0
1270,heretics,6,6,0,0
1271,model,6,6,0,0
1272,fear,6,6,0,0
1273,grandiose delusion,6,6,0,0
1274,goddess religion,6,6,0,0
1275,alicia,6,6,0,0
1276,cat,6,6,0,0
1277,discordianism,6,6,0,0
1278,amway,6,6,0,0
1279,history,6,6,0,0
1280,stark and bainbridge,6,6,0,0
1281,cowan,6,6,0,0
1282,christian theology,6,6,0,0
1283,sacrifice,6,6,0,0
1284,theories,6,6,0,0
1285,gilbert bourdin,6,6,0,0
1286,youthful convert,6,6,0,0
1287,love israel,6,6,0,0
1288,ignorance,6,6,0,0
1289,drugs,6,6,0,0
1290,exploitation,6,5,0,1
1291,religiousness,6,6,0,0
1292,"church of christ, scientist",6,6,0,0
1293,chaitanya,6,6,0,0
1294,confraternity of deists,6,6,0,0
1295,orthodox church,6,4,0,2
1296,poverty,6,6,0,0
1297,emma curtis hopkins,6,6,0,0
1298,health,6,6,0,0
1299,satya sai baba,6,6,0,0
1300,ufo,6,6,0,0
1301,sarvodaya movement,6,6,0,0
1302,sekai kyusei kyo,6,6,0,0
1303,sekhiyatham movement,6,6,0,0
1304,synagogue church of all nations,6,6,0,0
1305,africa,6,6,0,0
1306,kali yuga,6,6,0,0
1307,christian faith,6,6,0,0
1308,light,6,6,0,0
1309,cic,6,6,0,0
1310,old testament,6,6,0,0
1311,african americans,6,6,0,0
1312,timothy drew,6,6,0,0
1313,wallace d.fard,6,6,0,0
1314,malcolm x,6,6,0,0
1315,braide,6,6,0,0
1316,cherubim and seraphim churches,6,6,0,0
1317,orimolade,6,6,0,0
1318,cac,6,6,0,0
1319,mary baker eddy,6,6,0,0
1320,andrew cohen,6,6,0,0
1321,charismatic,6,6,0,0
1322,fraternity of the inner light,6,6,0,0
1323,hma,6,6,0,0
1324,i-ching,6,6,0,0
1325,gris,6,6,0,0
1326,icoc,6,6,0,0
1327,karinga,6,6,0,0
1328,ryuho okawa,6,6,0,0
1329,brasilia,6,6,0,0
1330,lenshina,6,6,0,0
1331,ncw,6,6,0,0
1332,father divine's peace mission,6,6,0,0
1333,sant mat,6,6,0,0
1334,ramakrishna mission,6,6,0,0
1335,usui makao,6,6,0,0
1336,takata hawayo,6,6,0,0
1337,guru dev,6,6,0,0
1338,cupitt,6,6,0,0
1339,sethi,6,6,0,0
1340,televangelism,6,6,0,0
1341,vajray ā na,6,6,0,0
1342,church and school of wicca,6,6,0,0
1343,faith movement,6,6,0,0
1344,guti,6,6,0,0
1345,wierwille,6,6,0,0
1346,nation,6,6,0,0
1347,freedom of religion,6,6,0,0
1348,organizations,6,6,0,0
1349,activists,6,6,0,0
1350,ellwood,6,6,0,0
1351,master li,6,6,0,0
1352,instability,6,6,0,0
1353,social reality,6,6,0,0
1354,author,6,6,0,0
1355,family of love,6,6,0,0
1356,methodist,6,6,0,0
1357,mental health,6,6,0,0
1358,jocelyne di mambro,6,6,0,0
1359,pastors,6,6,0,0
1360,amritanandamayi,6,6,0,0
1361,mataji,6,6,0,0
1362,communitas,6,6,0,0
1363,harmful sectarian organizations,6,6,0,0
1364,jehovah's witness,6,6,0,0
1365,scholarship,6,5,0,1
1366,cambridge university press,6,6,0,0
1367,zeus,6,1,5,0
1368,uc,6,6,0,0
1369,jiddu krishnamurti,6,6,0,0
1370,ra ë lian,6,6,0,0
1371,caodaists,6,6,0,0
1372,david miscavige,6,6,0,0
1373,modern pagans,6,6,0,0
1374,embassy,6,6,0,0
1375,sai movement,6,6,0,0
1376,world teacher,6,6,0,0
1377,takfı 3 r,6,6,0,0
1378,l'arche,6,6,0,0
1379,archbishops,6,6,0,0
1380,public opinion,6,6,0,0
1381,oberto airaudi,6,6,0,0
1382,seicho no-ie,6,6,0,0
1383,process,6,6,0,0
1384,wuns,6,6,0,0
1385,luciferian children of satan,6,6,0,0
1386,morris dees,6,6,0,0
1387,skinheads,6,6,0,0
1388,bounded choice,6,6,0,0
1389,helena petrovna blavatsky,6,6,0,0
1390,esther,6,6,0,0
1391,hamallism,6,6,0,0
1392,sectarian milieu,6,6,0,0
1393,braco,6,6,0,0
1394,united evangelical congregation of god,6,6,0,0
1395,belarus,6,6,0,0
1396,chechens,6,6,0,0
1397,mandala,6,6,0,0
1398,madhhab,6,6,0,0
1399,positive liberty,6,6,0,0
1400,new cults,6,6,0,0
1401,david christopher lane,6,6,0,0
1402,a.c. bhaktivedanta swami prabhupada,6,6,0,0
1403,last testament church,6,6,0,0
1404,swiss federal legislation,6,6,0,0
1405,german enquete commission,6,6,0,0
1406,john newton,6,6,0,0
1407,whitefield,6,6,0,0
1408,pitt,6,6,0,0
1409,john clarkson,6,6,0,0
1410,gisborne,6,6,0,0
1411,company,6,6,0,0
1412,freetown,6,6,0,0
1413,tomb,6,6,0,0
1414,atroshi,6,6,0,0
1415,mastans,6,6,0,0
1416,shrine cult,6,6,0,0
1417,rano,6,6,0,0
1418,victimes,6,0,6,0
1419,signalements,6,0,6,0
1420,mouvements sectaires,6,0,6,0
1421,dnrt,6,0,6,0
1422,dérives,6,0,6,0
1423,sekte,6,0,0,6
1424,laïcit é,5,5,0,0
1425,donations,5,5,0,0
1426,faith healing,5,5,0,0
1427,new converts,5,5,0,0
1428,techniques,5,4,1,0
1429,trance,5,5,0,0
1430,auditing,5,5,0,0
1431,hare krishna sect,5,5,0,0
1432,cultic brainwashing testimony,5,5,0,0
1433,cult stereotype,5,5,0,0
1434,cult apologist,5,5,0,0
1435,academic researchers,5,5,0,0
1436,academicians,5,5,0,0
1437,european countries,5,5,0,0
1438,ethnic religions,5,5,0,0
1439,revival,5,5,0,0
1440,innovation,5,5,0,0
1441,cult formation,5,5,0,0
1442,compensators,5,5,0,0
1443,rationality,5,5,0,0
1444,ufos,5,5,0,0
1445,fantasy,5,5,0,0
1446,campbell,5,5,0,0
1447,hunter,5,5,0,0
1448,unitarianism,5,5,0,0
1449,roy wallis,5,5,0,0
1450,western science,5,5,0,0
1451,cyberspace,5,5,0,0
1452,online religion,5,5,0,0
1453,net,5,5,0,0
1454,practice,5,5,0,0
1455,conservative christians,5,5,0,0
1456,trees,5,5,0,0
1457,liturgy,5,5,0,0
1458,new groups,5,5,0,0
1459,new movement,5,5,0,0
1460,violent behavior,5,5,0,0
1461,apocalyptic worldview,5,5,0,0
1462,general public,5,5,0,0
1463,u.s.,5,5,0,0
1464,twelve tribes,5,5,0,0
1465,baha'is,5,5,0,0
1466,sabbat,5,5,0,0
1467,devil,5,5,0,0
1468,west memphis three,5,5,0,0
1469,brainwashing formulations,5,5,0,0
1470,krishnas,5,5,0,0
1471,millennial,5,5,0,0
1472,conspiracism,5,5,0,0
1473,initiates,5,5,0,0
1474,institute for the study of american religion,5,5,0,0
1475,mainstream society,5,5,0,0
1476,thetan,5,5,0,0
1477,religious community,5,5,0,0
1478,anthroposophical society,5,5,0,0
1479,falungong,5,5,0,0
1480,way of unity,5,5,0,0
1481,nichiren,5,5,0,0
1482,reclaiming community,5,5,0,0
1483,cosmology,5,5,0,0
1484,evil,5,5,0,0
1485,montana freemen,5,5,0,0
1486,anticult organizations,5,5,0,0
1487,roman catholics,5,5,0,0
1488,kingdom of god,5,5,0,0
1489,anticult groups,5,5,0,0
1490,transit,5,5,0,0
1491,susan palmer,5,5,0,0
1492,lucifer,5,5,0,0
1493,credonia mwerinde,5,5,0,0
1494,oklahoma city bombing,5,5,0,0
1495,extreme beliefs,5,5,0,0
1496,mackay,5,5,0,0
1497,illness,5,5,0,0
1498,julie,5,5,0,0
1499,cbt,5,5,0,0
1500,therapeutic alliance,5,5,0,0
1501,qanon,5,5,0,0
1502,jinns,5,5,0,0
1503,delusional system,5,5,0,0
1504,disease,5,5,0,0
1505,sathya sai,5,5,0,0
1506,religious context,5,5,0,0
1507,plymouth brethren christian church,5,5,0,0
1508,ministries,5,5,0,0
1509,court,5,5,0,0
1510,self-concept,5,5,0,0
1511,world-affirming movements,5,5,0,0
1512,hall,5,5,0,0
1513,sufis,5,5,0,0
1514,troeltsch,5,5,0,0
1515,the other,5,5,0,0
1516,man,5,5,0,0
1517,social problem,5,5,0,0
1518,folk devil,5,5,0,0
1519,contractualism,5,5,0,0
1520,world-rejecting movements,5,5,0,0
1521,humankind,5,5,0,0
1522,communion,5,5,0,0
1523,new religious group,5,5,0,0
1524,feminist movement,5,5,0,0
1525,religious studies scholars,5,5,0,0
1526,status,5,5,0,0
1527,symbols,5,5,0,0
1528,nrm groups,5,5,0,0
1529,believing game,5,5,0,0
1530,cult-awareness groups,5,5,0,0
1531,submissiveness,5,5,0,0
1532,unity school of christianity,5,5,0,0
1533,krishnamurti,5,5,0,0
1534,maitreya,5,5,0,0
1535,ted patrick,5,5,0,0
1536,adi da,5,5,0,0
1537,christadelphians,5,5,0,0
1538,forgiveness,5,5,0,0
1539,feminists,5,5,0,0
1540,emissaries of divine light,5,5,0,0
1541,vegetarianism,5,5,0,0
1542,racial integration,5,5,0,0
1543,illuminati,5,3,1,1
1544,kardecism,5,5,0,0
1545,walter martin,5,5,0,0
1546,summit lighthouse,5,5,0,0
1547,yogananda,5,5,0,0
1548,political,5,5,0,0
1549,lord's resistance army,5,5,0,0
1550,dreams,5,5,0,0
1551,visions,5,5,0,0
1552,founders,5,5,0,0
1553,nationalism,5,5,0,0
1554,europeans,5,5,0,0
1555,fellowship,5,5,0,0
1556,mata amritanandamayi,5,5,0,0
1557,sugmad,5,5,0,0
1558,auroville,5,5,0,0
1559,azusa street revival,5,5,0,0
1560,pentecostal movement,5,5,0,0
1561,black theology,5,5,0,0
1562,dada lekhraj,5,5,0,0
1563,university,5,5,0,0
1564,brotherhood of the holy cross,5,5,0,0
1565,tibetan buddhism,5,5,0,0
1566,vipassana,5,5,0,0
1567,chanting,5,5,0,0
1568,african culture,5,5,0,0
1569,ghana,5,5,0,0
1570,usa,5,5,0,0
1571,chaos magicians,5,5,0,0
1572,chinmoy,5,5,0,0
1573,living word fellowship,5,5,0,0
1574,james h.cone,5,5,0,0
1575,son,5,5,0,0
1576,easternization,5,5,0,0
1577,human beings,5,5,0,0
1578,ftc,5,5,0,0
1579,buddhadasa,5,5,0,0
1580,inner light,5,5,0,0
1581,terrorism,5,5,0,0
1582,gallican catholic church,5,5,0,0
1583,great magal of touba,5,5,0,0
1584,settlements,5,5,0,0
1585,william wadé harris,5,5,0,0
1586,heathenry,5,5,0,0
1587,ohnishi,5,5,0,0
1588,brazilian catholic apostolic church,5,5,0,0
1589,centre for new religions,5,5,0,0
1590,jihadis,5,5,0,0
1591,kimbanguism,5,5,0,0
1592,okawa,5,5,0,0
1593,timothy leary,5,5,0,0
1594,revolution,5,5,0,0
1595,academic literature,5,5,0,0
1596,bosch,5,5,0,0
1597,yasumaru,5,5,0,0
1598,omotokyo,5,5,0,0
1599,maslow,5,5,0,0
1600,mazdaznan,5,5,0,0
1601,millennium,5,5,0,0
1602,joseph kibwetere,5,5,0,0
1603,hassan albanna,5,5,0,0
1604,reiyukai,5,5,0,0
1605,new religious movements in japan,5,5,0,0
1606,namdharis,5,5,0,0
1607,ram singh,5,5,0,0
1608,swami vivekananda,5,5,0,0
1609,ncr,5,5,0,0
1610,nigritian church,5,5,0,0
1611,nine o'clock service,5,5,0,0
1612,native americans,5,5,0,0
1613,robert de grimston moore,5,5,0,0
1614,raëlian church,5,5,0,0
1615,raëlians,5,5,0,0
1616,clonaid,5,5,0,0
1617,solidarity,5,5,0,0
1618,sannyas,5,5,0,0
1619,ses,5,5,0,0
1620,messianity,5,5,0,0
1621,buddhists,5,5,0,0
1622,sivaraksa,5,5,0,0
1623,watchman nee,5,5,0,0
1624,tantra,5,5,0,0
1625,united lodge of theosophists,5,5,0,0
1626,atlantis,5,5,0,0
1627,paul twitchell,5,5,0,0
1628,vedanta society,5,5,0,0
1629,faith ministries,5,5,0,0
1630,esser yaad,5,5,0,0
1631,zar cult,5,5,0,0
1632,discrimination,5,5,0,0
1633,puritans,5,5,0,0
1634,hutterites,5,5,0,0
1635,harmonists,5,5,0,0
1636,wiccan groups,5,5,0,0
1637,judge smith,5,5,0,0
1638,peoples' temple,5,5,0,0
1639,garland police,5,5,0,0
1640,the group,5,5,0,0
1641,y2k,5,5,0,0
1642,chalcedon foundation,5,5,0,0
1643,democracy,5,5,0,0
1644,religious institutions,5,5,0,0
1645,demons,5,5,0,0
1646,charismatic relationship,5,5,0,0
1647,social context,5,5,0,0
1648,entrepreneur model,5,5,0,0
1649,prophet muhammad,5,5,0,0
1650,madame blavatsky,5,5,0,0
1651,cultures,5,5,0,0
1652,relatives,5,4,1,0
1653,rosy cross,5,5,0,0
1654,elite,5,5,0,0
1655,heehs,5,5,0,0
1656,new york,5,5,0,0
1657,modern paganism,5,5,0,0
1658,the urantia book,5,5,0,0
1659,adolf hitler,5,5,0,0
1660,unifi cationists,5,5,0,0
1661,modern paganisms,5,5,0,0
1662,neopagan groups,5,5,0,0
1663,romantic,5,5,0,0
1664,camps,5,4,0,1
1665,pedophilia,5,5,0,0
1666,fourth way,5,5,0,0
1667,alawiyya,5,5,0,0
1668,neo-sufi sm,5,5,0,0
1669,rationalist satanism,5,5,0,0
1670,milieu,5,5,0,0
1671,louise hay,5,5,0,0
1672,sodalitium christianae vitae,5,5,0,0
1673,laity,5,5,0,0
1674,evangelization,5,5,0,0
1675,catholic priest,5,5,0,0
1676,layman,5,5,0,0
1677,lay faithful,5,5,0,0
1678,soka gakkai international,5,5,0,0
1679,mental health professionals,5,5,0,0
1680,organisations,5,5,0,0
1681,molko,5,5,0,0
1682,fraud,5,5,0,0
1683,odinism,5,5,0,0
1684,joseph tommasi,5,5,0,0
1685,tommasi,5,5,0,0
1686,southern poverty law center,5,5,0,0
1687,communist workers party,5,5,0,0
1688,center for democratic renewal,5,5,0,0
1689,chip berlet,5,5,0,0
1690,chicago area friends of albania,5,5,0,0
1691,transcendent belief system,5,5,0,0
1692,researchers and critics,5,5,0,0
1693,needs,5,5,0,0
1694,belief system,5,5,0,0
1695,mouride,5,5,0,0
1696,yakouba sylla,5,5,0,0
1697,congregational domain,5,5,0,0
1698,neopagan,5,5,0,0
1699,richardson (2011),5,5,0,0
1700,countries,5,5,0,0
1701,heteronormativity,5,5,0,0
1702,new religious minorities,5,5,0,0
1703,book of revelation,5,5,0,0
1704,esoteric nrms,5,5,0,0
1705,shawnees,5,5,0,0
1706,handsome lake,5,5,0,0
1707,apocalyptic war,5,5,0,0
1708,church of denmark,5,5,0,0
1709,wahhabi,5,5,0,0
1710,mao,5,5,0,0
1711,spiritual counterfeits project,5,5,0,0
1712,mann,5,5,0,0
1713,islamic world,5,5,0,0
1714,firqa,5,5,0,0
1715,tariqa,5,5,0,0
1716,direct path,5,5,0,0
1717,anderson,5,5,0,0
1718,the mission,5,5,0,0
1719,the foundation,5,5,0,0
1720,abhay charan de,5,5,0,0
1721,nonconventional religious groups,5,5,0,0
1722,church of armageddon,5,5,0,0
1723,foreign cults,5,5,0,0
1724,pomerium,5,5,0,0
1725,overvalued idea,5,5,0,0
1726,swiss report on scientology,5,5,0,0
1727,anointed christ,5,5,0,0
1728,pae,5,5,0,0
1729,monica sjoo,5,5,0,0
1730,mami wata,5,5,0,0
1731,lucy,5,5,0,0
1732,sykes,5,5,0,0
1733,story,5,5,0,0
1734,undercover abolitionist,5,5,0,0
1735,marianne,5,5,0,0
1736,thompson,5,5,0,0
1737,dissenting churches,5,5,0,0
1738,anti-slavery society,5,5,0,0
1739,heat,5,5,0,0
1740,mai mishra,5,5,0,0
1741,south asia,5,5,0,0
1742,pagal,5,5,0,0
1743,charismatic exemplary prophecy,5,5,0,0
1744,mouvements,5,0,5,0
1745,dérive sectaire,5,0,5,0
1746,nouvelle acropole,5,0,5,0
1747,formation professionnelle,5,0,5,0
1748,faux self,5,0,5,0
1749,psychothérapie,5,0,5,0
1750,sectarian,4,4,0,0
1751,sectarian movements,4,4,0,0
1752,ecthr,4,4,0,0
