n_components,cumulative_variance
169,0.7464840310583521
170,0.7480919207943496
171,0.7496972900757659
172,0.751283658531781
173,0.7528557551970649
174,0.7544207882671402
175,0.7559805291971866
176,0.7575373619807496
177,0.7590837439669177
178,0.7606085645552165
179,0.7621245803597667
180,0.7636365001882295
181,0.76514491515668
182,0.766645558035772
183,0.7681388439209248
184,0.7696242148547919
185,0.7710989047658947
186,0.7725639405113581
187,0.7740214838252596
188,0.7754718182504216
189,0.7769114900594163
190,0.7783417646925769
191,0.7797599051121415
192,0.7811710411153551
193,0.782573139499659
194,0.7839711471408932
195,0.7853640125431997
196,0.7867356961404237
197,0.7881039685634867
198,0.7894632103928807
199,0.7908159650178977
200,0.7921615885281273
201,0.7935032572199394
202,0.79483526761762
203,0.7961648842241366
204,0.7974804831317621
205,0.798782436160995
206,0.8000824913713068
207,0.8013719341678676
208,0.8026569227394138
209,0.8039344608287926
210,0.8052063008372932
211,0.8064657528504521
212,0.8077211290647762
213,0.8089709931633479
214,0.810215329145551
215,0.8114524416151535
216,0.8126775056028881
217,0.8138955337595439
218,0.815110473168112
219,0.8163229234123606
220,0.8175273911830709
221,0.8187249602280287
222,0.8199138683736592
223,0.8210959479216813
224,0.8222730808613793
225,0.8234474553724433
226,0.8246128960588299
227,0.8257768275008867
228,0.8269312067121561
229,0.8280782238369554
230,0.8292218722063608
231,0.8303555330245792
232,0.8314876090527373
233,0.8326099628336453
234,0.8337209252103658
235,0.8348288809060969
236,0.8359294286151878
237,0.8370203625717896
238,0.8381060477848883
239,0.8391899492031167
240,0.8402681999771723
241,0.8413351625518897
242,0.8423944395311238
243,0.8434504469400236
244,0.8444997158585457
245,0.8455424292471224
246,0.8465795795890287
247,0.8476099496568046
248,0.8486379276521534
249,0.8496600222915577
250,0.8506739980869722
251,0.8516768018655674
252,0.852677351677385
253,0.8536737439038541
254,0.8546687120833486
255,0.8556579382355708
256,0.8566425045643579
257,0.8576201510229301
258,0.8585953740369212
259,0.8595594350566694
260,0.8605164040749542
261,0.8614686903147303
262,0.8624201693939895
263,0.8633694978516324
264,0.8643103355155811
265,0.8652476520339315
266,0.8661757454837088
267,0.8671016856573505
268,0.8680220824106153
269,0.8689350097856147
270,0.8698441214631337
271,0.8707503766170648
272,0.8716519613946601
273,0.8725472757289247
274,0.873437116566514
275,0.8743226329276768
276,0.8752027216907332
277,0.8760765519392087
278,0.8769441356169896
279,0.877808607017332
280,0.8786711716165132
281,0.8795297635928474
282,0.8803856208510321
283,0.8812329399153438
284,0.8820784119482755
285,0.8829173157559165
286,0.8837511319431319
287,0.8845786716880517
288,0.885404202405282
289,0.886224477482928
290,0.8870392574723435
291,0.8878485289487963
292,0.8886558981106051
293,0.8894576887520221
294,0.8902551063938919
295,0.8910498814887406
296,0.8918406286455258
297,0.8926231712489426
298,0.893401249596102
299,0.8941764628915171
300,0.8949500191856045
301,0.8957161793763058
302,0.8964789782591508
303,0.8972324509502525
304,0.8979838959453484
305,0.8987307631641676
306,0.8994767431423657
307,0.9002215785984865
308,0.9009580942440609
309,0.901692821101207
310,0.9024209423105831
311,0.9031430722414601
312,0.9038636910098685
313,0.9045807802970689
314,0.9052945902559871
315,0.9060025697465596
316,0.9067083468945291
317,0.9074056939486742
318,0.9081001746459822
319,0.9087888993301176
320,0.9094715514305584
321,0.9101516332005325
322,0.9108301833108676
323,0.9115054353117246
324,0.9121719459763071
325,0.9128368750038977
326,0.9134996471945109
327,0.9141597350134979
328,0.9148089959030835
329,0.9154574122104439
330,0.916103441895918
331,0.9167474485720689
332,0.9173898424800001
333,0.9180291672827788
334,0.9186661419701911
335,0.919292507983726
336,0.9199166448387419
337,0.9205356117238546
338,0.9211510510161298
339,0.9217646462653153
340,0.9223773633036185
341,0.922985175208691
342,0.9235838712475557
343,0.9241779414071937
344,0.9247673281298627
345,0.9253532524324848
346,0.9259344641686373
347,0.9265118567219064
348,0.9270860355977261
349,0.927657234303225
350,0.9282269356523172
351,0.9287895857709109
352,0.9293505035121656
353,0.9299032385205797
354,0.9304556164054687
355,0.9310039152603794
356,0.9315500194691229
357,0.9320948803037047
358,0.9326344382418312
359,0.9331708395355659
360,0.9337010546497473
361,0.9342278624969114
362,0.9347528224245046
363,0.9352744653275235
364,0.9357940543046712
365,0.9363056429637175
366,0.9368134475384752
367,0.9373167418728695
368,0.9378185366072357
369,0.9383179100303605
370,0.9388163924602603
371,0.9393098447840946
372,0.9397947756521025
373,0.9402787949591089
374,0.9407580303878372
375,0.9412346078568135
376,0.9417082272361662
377,0.9421769468172402
378,0.9426421558791876
379,0.943102368787868
380,0.9435578127032365
381,0.9440070407928228
382,0.9444535322023869
383,0.9448990475601311
384,0.9453430776257479
385,0.9457781688252392
386,0.9462095512590087
387,0.9466390949846065
388,0.9470641353942842
389,0.947485789371482
390,0.9479061133303887
391,0.9483196276822202
392,0.9487312415690088
393,0.9491408152022056
394,0.9495472340886536
395,0.9499458275345053
396,0.9503408342114568
397,0.9507308876134507
398,0.9511189682410943
399,0.9515048296703754
400,0.9518849526343451
401,0.9522635220821772
402,0.9526393428197031
403,0.9530141740433666
404,0.9533861436209587
405,0.9537507103567604
406,0.954113005779426
407,0.9544721182549613
408,0.9548232320163902
409,0.9551738806211276
410,0.9555232699240394
411,0.9558682467911136
412,0.9562130242169014
413,0.9565514205604702
414,0.956887578718038
415,0.9572197193098998
416,0.9575491770429467
417,0.9578770308336342
418,0.9582021998838699
419,0.9585246964523988
420,0.9588445012719281
421,0.9591618588428655
422,0.9594724076116192
423,0.9597817463585595
424,0.9600871979170341
425,0.9603896124367762
426,0.960687078830739
427,0.9609842053037109
428,0.9612792683712665
429,0.9615721518902907
430,0.9618635793660671
431,0.9621527821210752
432,0.9624376989155351
433,0.962721441910799
434,0.9629985545224263
435,0.9632730876803172
436,0.963545085259112
437,0.9638155441731522
438,0.9640826789554318
439,0.9643482372293294
440,0.9646105139322596
441,0.9648675010937023
442,0.9651228716058474
443,0.9653768105947943
444,0.9656274971707649
445,0.9658752929709242
446,0.9661216548990376
447,0.9663657460281626
448,0.9666083295262471
449,0.9668470792077745
450,0.9670831497718142
451,0.9673180122805074
452,0.967551125548062
453,0.9677825864772948
454,0.9680128215973849
455,0.9682412621937648
456,0.9684666988201355
457,0.9686904013920307
458,0.9689132408428223
459,0.9691316893716734
460,0.9693492910169204
461,0.9695654553836706
462,0.9697782269383176
463,0.9699889354589329
464,0.9701975570582971
465,0.9704044371181699
466,0.9706088109997855
467,0.9708123344555593
468,0.9710132466375444
469,0.9712124867000461
470,0.9714093656396303
471,0.971605488896054
472,0.9717992250289499
473,0.9719907307520109
474,0.9721810284502969
475,0.9723707285299085
476,0.9725587293250614
477,0.9727454255891304
478,0.9729303191720788
479,0.9731129385517026
480,0.973294424595619
481,0.9734747285530145
482,0.9736530348442046
483,0.9738291600735066
484,0.9740032536031905
485,0.9741769338392122
486,0.9743491886511181
487,0.9745192643537752
488,0.9746874561638902
489,0.9748548014337163
490,0.9750207632764786
491,0.9751847858180315
492,0.9753474325349941
493,0.9755076879808684
494,0.975667307280132
495,0.9758260028841059
496,0.9759824848670836
497,0.976138034959472
498,0.9762912752057941
499,0.976443868177059
500,0.9765960914507342
501,0.9767470409150963
502,0.9768977559330771
503,0.9770472618228204
504,0.9771955475225054
505,0.9773411280652368
506,0.9774863146902955
507,0.977629515961831
508,0.9777725203302375
509,0.977914371533369
510,0.9780547531523002
511,0.9781950038508095
512,0.9783345767321888
513,0.9784733287214636
514,0.9786099797562626
515,0.9787455076981847
516,0.9788803788745972
517,0.9790146273212297
518,0.9791467337272758
519,0.9792780460258015
520,0.9794082724046483
521,0.9795369487463446
522,0.9796649307417985
523,0.9797918365365306
524,0.9799178635561361
525,0.9800437308381442
526,0.9801685603968203
527,0.9802913709712106
528,0.9804135066034604
529,0.9805349449936833
530,0.9806557015965703
531,0.9807760660287828
532,0.9808952784884564
533,0.981013600221953
534,0.9811308593840528
535,0.9812473853202072
536,0.9813628965338959
537,0.9814773905599555
538,0.9815910594981707
539,0.9817038140113129
540,0.9818160240009737
541,0.9819277301578291
542,0.9820385471788731
543,0.9821482837858565
544,0.9822572389082638
545,0.9823653321145932
546,0.982472813745685
547,0.9825795368237616
548,0.9826855507738497
549,0.9827902285736915
550,0.982894363706612
551,0.9829974156979668
552,0.9831003776066326
553,0.9832025757677187
554,0.9833042846208502
555,0.9834046698106668
556,0.9835048097020248
557,0.9836040766226839
558,0.9837020818084492
559,0.9837999047024808
560,0.9838972865187184
561,0.9839941217912117
562,0.9840900941132912
563,0.9841854478202684
564,0.9842801878632668
565,0.9843744017616853
566,0.984467957557593
567,0.9845609506064649
568,0.9846537403162189
569,0.984746142246524
570,0.9848377164692704
571,0.9849287967705598
572,0.9850195295420715
573,0.985109519681309
574,0.985199173539821
575,0.9852874016311576
576,0.9853748665279183
577,0.9854615105790108
578,0.985547747365752
579,0.9856335006503587
580,0.9857187974387869
581,0.9858033010598432
582,0.9858874115137475
583,0.9859707005751543
584,0.9860537931010022
585,0.9861363309422917
586,0.9862185215102867
587,0.986300034046217
588,0.9863814148498591
589,0.9864623631235149
590,0.9865424912546764
591,0.9866225685931975
592,0.98670166295124
593,0.9867802804780756
594,0.9868582638163206
595,0.9869358850487953
596,0.9870125708449448
597,0.9870887197284286
598,0.9871647906278951
599,0.9872403084984189
600,0.9873156593198082
601,0.9873904829599663
602,0.9874649734567239
603,0.98753872196045
604,0.9876118743782238
605,0.9876847351066224
606,0.9877570543806611
607,0.9878293231657085
608,0.9879008108709914
609,0.9879721720382847
610,0.9880429267723819
611,0.9881129214641475
612,0.9881826339979302
613,0.9882517842967411
614,0.9883207761461439
615,0.9883893072800127
616,0.9884576218184773
617,0.9885255416371528
618,0.9885930525587169
619,0.9886600349734208
620,0.988726764220353
621,0.9887931291855659
622,0.9888590889637408
623,0.9889247139839411
624,0.9889897974349475
625,0.9890543478418438
626,0.989118293688613
627,0.9891820161926523
628,0.9892455348179368
629,0.9893085468258892
630,0.9893712849873113
631,0.989433810623495
632,0.9894960096499902
633,0.9895578910199511
634,0.9896190418204006
635,0.9896800501433343
636,0.9897408468270539
637,0.9898012853725124
638,0.9898614048243388
639,0.9899209833419377
640,0.9899802343347458
641,0.9900392074788272
642,0.990097478576992
643,0.9901556480077731
644,0.9902135406632827
645,0.9902711148285781
646,0.9903282819822541
647,0.9903851771596404
648,0.990442011523349
649,0.9904984329806121
650,0.9905545902283772
651,0.9906104503461488
652,0.9906659237463069
653,0.9907208895874509
654,0.9907757974976626
655,0.990830416764772
656,0.9908847933087431
657,0.9909389032961836
658,0.9909927345466886
659,0.99104610298756
660,0.991099248636206
661,0.9911520782746135
662,0.9912047749033075
663,0.9912571715171627
664,0.9913091357134823
665,0.991360680375458
666,0.9914121749862382
667,0.991463599881959
668,0.9915145261468538
669,0.9915648425696534
670,0.9916149229501694
671,0.9916648599022716
672,0.9917142320857626
673,0.9917635092059647
674,0.9918125098299506
675,0.9918614085456733
676,0.9919100519976605
677,0.9919586181891621
678,0.9920066228826389
679,0.992054449196457
680,0.9921020848145214
681,0.9921495438821473
682,0.9921966854912232
683,0.9922437129721897
684,0.9922903471322775
685,0.9923368043858052
686,0.9923830784272296
687,0.9924289892462714
688,0.9924747353153996
689,0.9925200958323446
690,0.9925652937027576
691,0.9926102459987977
692,0.9926551736300269
693,0.9926998803098117
694,0.9927443143133351
695,0.9927887185093218
696,0.9928327225677955
697,0.9928763984969032
698,0.9929199043593572
699,0.9929632452005835
700,0.9930061421081707
701,0.9930489378277887
702,0.993091171139941
703,0.9931333621411136
704,0.9931753726630654
705,0.9932170608142551
706,0.9932586290927272
707,0.9932998982126109
708,0.9933410063602185
709,0.9933819927475265
710,0.9934227270816426
711,0.9934633266553288
712,0.9935036807581504
713,0.9935438453460262
714,0.9935836805700174
715,0.9936234555371839
716,0.9936630693223465
717,0.9937023706326754
718,0.9937414186061191
719,0.993780261328639
720,0.9938189640470858
721,0.9938576433590726
722,0.9938960359847023
723,0.9939343687726752
724,0.9939723441217481
725,0.9940101794220515
726,0.9940478121986699
727,0.9940852144723923
728,0.9941224971903246
729,0.9941597525408769
730,0.9941967787819022
731,0.9942336831830332
732,0.9942701333301539
733,0.9943064941381661
734,0.994342539636809
735,0.9943784950784524
736,0.9944142956940913
737,0.9944499842091749
738,0.9944854088545889
739,0.9945207391676606
740,0.9945559131718483
741,0.994590971707724
742,0.9946259430366802
743,0.9946606090638166
744,0.9946951418466878
745,0.9947295414030342
746,0.9947637496123893
747,0.9947978230614194
748,0.9948317122876479
749,0.9948655152148881
750,0.9948992242130951
751,0.9949326496429346
752,0.9949660206724793
753,0.9949991278509256
754,0.9950321602129644
755,0.9950650696298966
756,0.9950977651421128
757,0.9951302374342932
758,0.9951626105491792
759,0.995194811299743
760,0.9952269372649677
761,0.9952587904996235
762,0.9952904427108965
763,0.9953219582019373
764,0.995353303711116
765,0.9953844917862984
766,0.9954155270895195
767,0.9954464327198617
768,0.99547727962043
769,0.9955079621568238
770,0.9955385114983495
771,0.9955689194408829
772,0.9955992884707422
773,0.995629502832626
774,0.995659490236943
775,0.9956893054221905
776,0.9957189781126881
777,0.9957485643942227
778,0.9957780388701394
779,0.9958072985065465
780,0.9958364009327959
781,0.9958653843689752
782,0.9958942089081675
783,0.9959228820185292
784,0.9959514896368201
785,0.9959798858264255
786,0.9960081405782234
787,0.9960361928120262
788,0.9960641834912706
789,0.9960919653031375
790,0.9961196684336672
791,0.9961473633606885
792,0.9961749791678028
793,0.9962023727806202
794,0.9962296711953397
795,0.9962568984383652
796,0.9962839710165846
797,0.9963107696976575
798,0.9963375224806382
799,0.9963640965835849
800,0.9963905952099559
801,0.9964169232370808
802,0.9964432286913261
803,0.9964694798075872
804,0.9964956151921106
805,0.9965216992399198
806,0.9965474352850158
807,0.9965731181188063
808,0.9965986566476759
809,0.9966239885519742
810,0.9966492687232487
811,0.9966745244565206
812,0.9966996629167184
813,0.9967246103406051
814,0.9967495030795618
815,0.9967743081368136
816,0.9967990804010786
817,0.9968235954847318
818,0.9968480821018295
819,0.9968724215293768
820,0.9968967375946174
821,0.9969210047260045
822,0.9969450217072917
823,0.9969689716912914
824,0.9969928723130076
825,0.997016609189057
826,0.9970402806883599
827,0.9970638220207989
828,0.9970872881910607
829,0.9971106537631205
830,0.9971339427778394
831,0.9971570538196125
832,0.997180132789724
833,0.9972030494512427
834,0.9972258666570971
835,0.9972486474136766
836,0.9972713139284547
837,0.9972938155154237
838,0.9973162625480572
839,0.9973385584211154
840,0.9973606432606967
841,0.997382694751095
842,0.9974045538892397
843,0.997426350286666
844,0.9974480922795964
845,0.9974696779052773
846,0.9974912256929023
847,0.9975126440196963
848,0.997533972962492
849,0.9975552762532038
850,0.9975764208138413
851,0.9975974611663113
852,0.99761845163851
853,0.9976394156515365
854,0.9976602304534672
855,0.9976809554538869
856,0.9977016039066753
857,0.997722184580575
858,0.9977426213403339
859,0.9977629813773716
860,0.9977832192718546
861,0.9978033345302736
862,0.9978233637374493
863,0.9978433256202307
864,0.9978632342988143
865,0.9978830264217758
866,0.9979026800187581
867,0.9979222785436568
868,0.9979418057441136
869,0.9979611895550543
870,0.9979805236342922
871,0.9979997500814868
872,0.9980188833653802
873,0.9980379583151585
874,0.9980568973347534
875,0.9980757713829884
876,0.9980945245158533
877,0.9981132523129206
878,0.998131939395652
879,0.9981505350438454
880,0.9981690003607427
881,0.9981873787929441
882,0.9982056448300786
883,0.9982238253005515
884,0.9982418787092814
885,0.9982599034281477
886,0.9982778249512675
887,0.9982957065989583
888,0.9983135044015667
889,0.9983312174433461
890,0.9983488825902322
891,0.9983665102273123
892,0.9983840750919997
893,0.9984015320701531
894,0.9984188983875636
895,0.9984361783480905
896,0.9984534364346068
897,0.9984706134162591
898,0.9984876509769836
899,0.9985046126972438
900,0.9985215524395143
901,0.9985382682319289
902,0.9985549301220747
903,0.9985715594143418
904,0.9985880843395839
905,0.9986045275602848
906,0.9986208997508736
907,0.9986372111254862
908,0.9986534436727953
909,0.9986696273572068
910,0.9986857586224243
911,0.998701828880708
912,0.9987177634857062
913,0.9987335715753087
914,0.9987493355847958
915,0.998765019441439
916,0.9987806548939188
917,0.998796248302135
918,0.9988117145799934
919,0.9988270812271061
920,0.9988423336392693
921,0.9988575240307235
922,0.9988726985596335
923,0.9988877702705894
924,0.9989027136885921
925,0.998917636218393
926,0.9989324397403372
927,0.9989472060901613
928,0.99896189969048
929,0.9989765182939587
930,0.9989910242310122
931,0.9990055123413812
932,0.9990198949172158
933,0.9990342545163342
934,0.9990484797664502
935,0.9990625924309307
936,0.9990766915548404
937,0.9990907002134023
938,0.9991046721857955
939,0.9991185484204957
940,0.9991323128401342
941,0.9991460170258961
942,0.9991596519824344
943,0.9991732099856421
944,0.9991867215584713
945,0.9992001231421072
946,0.999213517262656
947,0.9992268941639095
948,0.9992401677784816
949,0.9992534142656853
950,0.9992665072774783
951,0.9992795900461015
952,0.9992926535482081
953,0.9993056183450071
954,0.9993185037841555
955,0.9993313268731661
956,0.999344106343245
957,0.9993567397047451
958,0.9993692913027573
959,0.9993817646214403
960,0.9993941958742522
961,0.9994066159942742
962,0.9994188429067478
963,0.9994310447028586
964,0.9994431639347188
965,0.9994552353692542
966,0.9994672615328117
967,0.99947920666451
968,0.9994911268478176
969,0.9995028969107399
970,0.9995146052005817
971,0.9995262636819827
972,0.9995378076811327
973,0.9995492715845926
974,0.9995606772265944
975,0.9995719655371957
976,0.999583190001314
977,0.9995943722248158
978,0.9996054193650584
979,0.9996164370670528
980,0.9996273508101394
981,0.9996381712998685
982,0.9996489534063188
983,0.9996596589827533
984,0.9996703320015168
985,0.9996809221287083
986,0.9996914540250916
987,0.9997018803000081
988,0.9997122475101198
989,0.9997225749742585
990,0.9997327202864362
991,0.9997427889227071
992,0.9997527767476803
993,0.9997626892695898
994,0.9997725906158027
995,0.9997823395729565
996,0.9997920398408143
997,0.9998016391589777
998,0.9998111346573096
999,0.9998205542858207
1000,0.9998298183405453
1001,0.9998389862540615
1002,0.9998480407653058
1003,0.999857069359632
1004,0.999865899503716
1005,0.999874630023462
1006,0.9998832220770317
1007,0.9998917673041847
1008,0.9999002559323826
1009,0.9999086364260276
1010,0.9999167067930477
1011,0.999924627265672
1012,0.9999324428866055
1013,0.9999398923797788
1014,0.9999471917831068
1015,0.9999542823824774
1016,0.9999609958758591
1017,0.9999675644992506
1018,0.9999738028936451
1019,0.9999795968069661
1020,0.9999852805209041
1021,0.999990733056786
1022,0.9999956295489695
1023,0.9999999965723938
1024,0.9999999999999994
