cluster_id,rank,key,label,euclidean_distance,cosine_similarity
5,1,barker-2020-even-new-religious-movements-have-legacies:7,the International Society for Krishna Consciousness (ISKCON),0.5066869457124314,0.8760761848939745
5,2,barker-2020-even-new-religious-movements-have-legacies-2124:7,the International Society for Krishna Consciousness (ISKCON),0.5066869457124314,0.8760761848939747
5,3,dawson-2009-cults-and-new-religious-movements-a-reader:237,The International Society for Krishna Consciousness (ISKCON),0.5085284951802292,0.8747786290750051
5,4,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:323,The International Society for Krishna Consciousness,0.5108703921459387,0.8731216886905442
5,5,hexham-et-al-2001-new-religious-movements-challenge-and-response:79,the International Society for Krishna Consciousness,0.5176846864064838,0.8682570869133573
5,6,melton-2014-encyclopedic-handbook-of-cults-in-america:156,the International Society for Krishna Consciousness,0.5176846864064838,0.8682570869133573
5,7,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:113,the International Society for Krishna Consciousness,0.5176846864064838,0.8682570869133573
5,8,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:30,the International Society for Krishna Consciousness,0.5176846864064838,0.8682570869133573
6,1,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:274,the Raelian religion,0.4644915827218184,0.8970907824985955
6,2,lewis-and-t-llefsen-2016-the-oxford-handbook-of-new-religious-movements-volume-i:18,the Raëlian religion,0.4678642643997646,0.8950049799723655
6,3,hammer-and-rothstein-2012-the-cambridge-companion-to-new-religious-movements:12,the Raëlian religion,0.4678642643997646,0.8950049799723655
6,4,2008-the-oxford-handbook-of-new-religious-movements-1:15,the Raelian movement,0.49464412623498116,0.8779082728497155
6,5,2008-the-oxford-handbook-of-new-religious-movements-1:344,Raelian Religion,0.512527637474346,0.865961385796074
6,6,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:191,Raelian movement,0.5142942909312497,0.8647582983136592
6,7,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:205,Rae ¨l (Raelian movement),0.5491162696650312,0.8401970053049441
6,8,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:14,Raelians,0.5552544723734871,0.8357005933615178
7,1,saliba-2009-psychology-and-the-new-religious-movements:5,the Solar Temple,0.33412213499407767,0.9601651371723874
7,2,kaplan-and-l-w-2002-2-the-cult-the-cultic-milieu-and-secularization:275,the Solar Temple,0.33412213499407767,0.9601651371723874
7,3,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:66,the Solar Temple,0.33412213499407767,0.9601651371723874
7,4,dawson-2009-cults-and-new-religious-movements-a-reader:177,the Solar Temple,0.33412213499407767,0.9601651371723874
7,5,lucas-and-robbins-2004-new-religious-movements-in-the-twenty-first-century:78,the Solar Temple,0.33412213499407767,0.9601651371723874
7,6,clarke-2004-encyclopedia-of-new-religious-movements:94,the Solar Temple,0.33412213499407767,0.9601651371723874
7,7,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:110,the Solar Temple,0.33412213499407767,0.9601651371723874
7,8,2023-decoding-delusions-a-clinician-s-guide-to-working-with-delusions-and-other:42,The Solar Temple,0.35264757180415324,0.9519780732262507
8,1,2008-the-oxford-handbook-of-new-religious-movements-1:164,Falun Gong,0.3763509258612696,0.9365537740614032
8,2,bromley-2007-teaching-new-religious-movementslearning-from-new-religious-movemen:322,Falun Gong,0.3763509258612696,0.9365537740614032
8,3,chryssides-2006-the-a-to-z-of-new-religious-movements:81,Falun Gong,0.3763509258612696,0.9365537740614032
8,4,clarke-2004-encyclopedia-of-new-religious-movements:127,Falun Gong,0.3763509258612696,0.9365537740614032
