entity_key,entity_label,nearest_cluster_id,euclidean_distance,cosine_similarity
white eagle lodge,white eagle lodge,35,0.8633963867792624,0.5253745436264787
roof,roof,35,0.7651067118719017,0.6444870880215673
second world war,second world war,24,0.8744426874001717,0.5048359157818925
bloch,bloch,25,0.9057727788775793,0.45398566691485737
miller,miller,35,0.861647036174726,0.5276199980967202
auroville,auroville,25,0.9085120475524543,0.4499577168435156
bailey,bailey,25,0.8673052744468825,0.5092711190982742
the times,the times,37,0.6245755646872881,0.7812415689873733
brown,brown,35,0.8456114983942099,0.5479926800676937
world trade center,world trade center,36,0.7816541740608939,0.626028660180038
blavatsky,blavatsky,35,0.8464461773079807,0.5469414336307301
secret doctrine,secret doctrine,35,0.7451900222006722,0.6668713103875327
evangelical christian,evangelical christian,32,0.730526453715098,0.6835835417122854
korea,korea,25,0.8097322646058822,0.5875319632769662
vietnam,vietnam,36,0.8554133342561079,0.5372208513472821
cao dai,cao dai,25,0.8233301544447137,0.5695326260945179
tonghak,tonghak,25,0.8013562052513749,0.5984699763669175
falungong,falungong,8,0.7246883507642906,0.69670751994759
people's republic of china,people's republic of china,36,0.8197423785799206,0.581168421137241
lotus sutra,lotus sutra,34,0.807692551020532,0.596336039887877
kuomintang,kuomintang,25,0.8072326235431238,0.5908080680672898
tao,tao,25,0.7546466716506326,0.6573812883890293
caodai,caodai,25,0.8087138892726704,0.5888678739105271
confucianism,confucianism,24,0.7953732393480064,0.6072632813925334
mahayana,mahayana,25,0.8447715354101896,0.54054215356294
catholic,catholic,2,0.7951786921372955,0.6397777969453904
won buddhism,won buddhism,25,0.8435923295617559,0.5421553100811851
meiji period,meiji period,25,0.8640448731976568,0.5138465845400457
nichiren,nichiren,25,0.8329661562689792,0.5565962709333814
deguchi nao,deguchi nao,25,0.7863252268350444,0.6178138768377444
goddess,goddess,32,0.8072826320710312,0.6009807790211877
wiccan,wiccan,16,0.6532334793394597,0.7600410166977536
neo-paganism,neo-paganism,31,0.5255107147535234,0.8613951201792769
gardner,gardner,35,0.8962763572073182,0.4823192582188692
frazer,frazer,25,0.8554023330445544,0.5258915645942186
paganism,paganism,31,0.6004154510946814,0.803361783812286
goddess worship,goddess worship,32,0.7389206118192558,0.6749513201731214
druidry,druidry,25,0.859944844198971,0.5195757610387234
heathenry,heathenry,34,0.846848744225026,0.5490950242654564
goddess spirituality,goddess spirituality,55,0.777846772212627,0.6309742589339042
eller,eller,35,0.8683527649402869,0.5189874440633155
michael york,michael york,35,0.8492643523963385,0.5433855675934469
helen berger,helen berger,35,0.8662497262802987,0.5217022464365644
persuasions of the witch's craft,persuasions of the witch's craft,34,0.7652862509665025,0.6449765799302318
tanya luhrmann,tanya luhrmann,35,0.8386541344330196,0.5567127487394848
luhrmann,luhrmann,35,0.8757546129449407,0.5093806554329687
a community of witches,a community of witches,16,0.7163971989626138,0.6977031406817875
enlightenment,enlightenment,35,0.7404565973065766,0.6721039233844555
anthony giddens,anthony giddens,25,0.8540719010272093,0.5277351784588848
craft,craft,35,0.7815600954701133,0.6255500743497701
order,order,28,0.7391757647497239,0.6765485169533335
susan,susan,25,0.8450825927785077,0.5401160972238237
jack,jack,25,0.8113116041832746,0.5854570157183215
temple,temple,7,0.6979246498795058,0.7185510770496786
arthur,arthur,35,0.863158808506271,0.5256797355450934
c,c,25,0.7990069171970947,0.6015174106468826
pike,pike,25,0.8311076356417417,0.5591026852863286
sarah,sarah,35,0.8303592020194857,0.5670151853884395
place,place,35,0.7340138347642737,0.6791734238241561
politics,politics,2,0.7923829258135855,0.6424079668011493
michael,michael,35,0.8236808954242828,0.5752350194475825
dorothy,dorothy,35,0.8536153536956409,0.5378723014778897
levine,levine,35,0.8717395369112424,0.5146018616059118
hell,hell,15,0.8090233157533703,0.6012847528003911
newton,newton,35,0.826730453209514,0.5714896733819659
roy,roy,25,0.8288470159589177,0.5621443353122826
reclaiming,reclaiming,35,0.7479965846256148,0.663752543405268
israel,israel,24,0.7664117704086069,0.6423536114858971
charles,charles,35,0.8357822791281567,0.5602907663866348
america,america,37,0.7434834173441993,0.6742806252367315
restoration,restoration,35,0.7530790609467486,0.6580750148577628
hubbard,hubbard,35,0.8280923523736219,0.5698125035925661
t,t,25,0.7833802450500923,0.6215605408011267
thomas,thomas,35,0.8567909711217753,0.5338302399119874
témoins de jéhovah,témoins de jéhovah,24,0.7371469441431271,0.6764885447816764
susan palmer,susan palmer,35,0.8737045532345408,0.5120494102118149
violence,violence,35,0.7500350067234729,0.6614804783697202
aum shinrikyˆ o,aum shinrikyˆ o,26,0.5461933852339493,0.8419227666036634
al qaeda,al qaeda,24,0.7109933883536728,0.7058706580799887
september 11,september 11,35,0.8213528826310428,0.5780849319362646
cults in context,cults in context,52,0.6702395915473462,0.7426430244542479
comprehending cults,comprehending cults,58,0.6329645075982124,0.7749505985678269
apocalypse observed,apocalypse observed,35,0.7241056346452968,0.689924542699531
cultures of inquiry,cultures of inquiry,35,0.7627837492005638,0.6471283571873809
order of the solar temple,order of the solar temple,28,0.5232592937230591,0.8605827553195454
oklahoma city bombing,oklahoma city bombing,35,0.8488266687890312,0.5439386004900875
timothy mcveigh,timothy mcveigh,35,0.878039547798861,0.5063980997809472
osama bin laden,osama bin laden,24,0.7974822193564373,0.6046574106428229
kenya,kenya,24,0.8309022290687756,0.5624389999216269
tanzania,tanzania,25,0.8562597347668256,0.5247014408939025
islamic,islamic,24,0.6778922128535768,0.7415361158744562
hadith,hadith,24,0.7188705616720995,0.6971327793233569
wahhabi,wahhabi,24,0.6918367583255537,0.72671824082302
muslim brotherhood,muslim brotherhood,24,0.64191048076004,0.7783767057688498
islamist,islamist,24,0.6496496189263363,0.7706225325500258
al-banna,al-banna,24,0.7881070194665895,0.6161893732266512
milestones,milestones,35,0.7284714389831577,0.6852050552630706
brotherhood,brotherhood,35,0.7397940452436542,0.6728338260252145
mawdudi,mawdudi,25,0.7737018766455416,0.6337758146491956
qutb,qutb,24,0.8698037200600974,0.511113485552644
lebanon,lebanon,24,0.7903178545064968,0.6134826396196225
sudan,sudan,24,0.8442988977627336,0.5450288786834157
egypt,egypt,24,0.7611344798637872,0.648607298072411
saudi arabia,saudi arabia,24,0.8122707932457488,0.5861894781127243
abdullah azzam,abdullah azzam,24,0.8668311554299681,0.5151182160157011
iranian revolution,iranian revolution,24,0.767429608862388,0.6411422068923875
pakistan,pakistan,24,0.8078186344618448,0.5917849925136215
bin laden,bin laden,24,0.7814567399776345,0.6242870936832274
jihad,jihad,24,0.7068753134396301,0.7104000838236473
islamic fundamentalism,islamic fundamentalism,24,0.749645924965041,0.6620720382652122
muslim world,muslim world,24,0.7110161352155823,0.7058457158368456
"the covenant, the sword, and the arm of the lord","the covenant, the sword, and the arm of the lord",32,0.7715257822461612,0.6404870292493872
bromley and melton,bromley and melton,35,0.9163456418058427,0.45524893077072337
dramatic denouements,dramatic denouements,35,0.7371174341111014,0.675775742545869
latent tension,latent tension,35,0.7068340916281376,0.7083160692018868
nascent conflict,nascent conflict,35,0.7546768973964345,0.6562830022821184
intensified conflict,intensified conflict,35,0.7354984995497775,0.6775497861910166
batf,batf,36,0.8840734372126594,0.5005539108168019
williams,williams,35,0.8538705889832722,0.5375475763245469
rev. sun myung moon,rev. sun myung moon,32,0.8329024222793229,0.5715741354781657
prabhupada,prabhupada,25,0.8446949622285417,0.5406467202582633
opus dei,opus dei,32,0.7561535116175967,0.6569211905397929
christian identity,christian identity,32,0.7343857351706027,0.6796267703853907
dramatic denouement,dramatic denouement,35,0.7514501840539877,0.6598992371717912
unificationism,unificationism,27,0.6505927777136423,0.7594296369723783
the hare krishna,the hare krishna,5,0.6232096205597929,0.7846949179657599
synanon,synanon,35,0.8166990930281229,0.5837577550386248
church of the living word,church of the living word,32,0.6060718568973418,0.7999930056684585
internal revenue service,internal revenue service,36,0.7782730240571837,0.6299075741087651
seventh-day adventism,seventh-day adventism,32,0.7346657326456707,0.6793389443953237
seven seals,seven seals,35,0.8134105980376658,0.587746787368767
armageddon,armageddon,24,0.7796520713353573,0.6264728762966671
second coming,second coming,35,0.7567834971018853,0.6539134407289736
davidians,davidians,1,0.6522386076719965,0.7591164046092063
davidian,davidian,1,0.7032442668914538,0.7109851335983071
the solar temple,the solar temple,7,0.35264757180415324,0.9519780732262507
ots,ots,35,0.7757054456956365,0.6323345630660586
joseph di mambro,joseph di mambro,25,0.8925108687479122,0.4733165501159298
luc jouret,luc jouret,35,0.8794828511742575,0.5045114107884321
la pyramide,la pyramide,37,0.7382576657056815,0.6793720231647937
golden way,golden way,37,0.8558651540129623,0.55609897661323
di mambro,di mambro,25,0.8052661838202492,0.593378245846401
jouret,jouret,25,0.8974304044237991,0.46617960646652434
transit,transit,35,0.7998631772320774,0.6040103627116336
asahara shˆ okˆ o,asahara shˆ okˆ o,25,0.7380197592290715,0.6774983108238555
asahara,asahara,25,0.8140797865306356,0.5818097520045891
matsumoto,matsumoto,25,0.8060294691096643,0.5923813371882869
u.s. government,u.s. government,36,0.7502148263436983,0.6614500395654742
do,do,25,0.745154614689676,0.6689203494071515
away team,away team,37,0.7895294364132335,0.6278663816048816
united order,united order,28,0.7604958498843924,0.6549613617831872
mahikari,mahikari,25,0.7822824588732729,0.622953806364178
protestants,protestants,32,0.7358003561357311,0.6781712309300948
rwanda,rwanda,25,0.8525804190476257,0.529798439777479
christians,christians,14,0.6609831480465032,0.7525408268399454
indonesia,indonesia,24,0.8477342435590257,0.5405193541112634
middle east,middle east,2,0.8006336743893506,0.6346194402304011
northern ireland,northern ireland,36,0.8636974349019658,0.5267458798443261
quakers,quakers,24,0.8172801844889528,0.5798564021481911
anti-catholicism,anti-catholicism,47,0.7158761696814645,0.7005723165996915
west coast,west coast,37,0.8330023731374857,0.5814875576754945
jimmy swaggart,jimmy swaggart,25,0.8700965996210844,0.5053399259113098
the church of the lamb of god,the church of the lamb of god,32,0.5744792602545673,0.8260932459575104
ervil lebaron,ervil lebaron,25,0.8908743076998575,0.47568279169221883
church of the lamb of god,church of the lamb of god,32,0.6025446813121035,0.802975985087587
apostolic united brethren,apostolic united brethren,32,0.7337886181073644,0.6802403595389724
nation of islam,nation of islam,24,0.6798996483880111,0.7394214247048494
concerned christians,concerned christians,32,0.6717332718781545,0.7412774508365809
jai press,jai press,35,0.8377467327731145,0.5578444117011807
cambridge university press,cambridge university press,34,0.8164788967931287,0.5859299746637464
greenwich,greenwich,35,0.8655212078618575,0.5226409892130579
hearing the voices of jonestown,hearing the voices of jonestown,35,0.8012997212037216,0.6022990836729007
syracuse,syracuse,35,0.8704599414131442,0.5162609825017123
syracuse university press,syracuse university press,34,0.8295858585954189,0.5701977996020736
their blood cries out,their blood cries out,35,0.7558373503095296,0.654978552564855
detroit,detroit,35,0.8055930360736824,0.597165111444233
susan j. palmer,susan j. palmer,35,0.8867163738947821,0.4950039327313932
new brunswick,new brunswick,35,0.8638957921513682,0.5247330057365185
ny,ny,35,0.8159981082654973,0.5846091692495516
cults in our midst,cults in our midst,52,0.67988283400954,0.7341866957933267
san francisco,san francisco,2,0.8526255101053187,0.583685780792884
jossey-bass,jossey-bass,25,0.8520059119126209,0.530592223588672
s. n. eisenstadt,s. n. eisenstadt,25,0.8855274552822601,0.48338147177542634
chicago,chicago,35,0.8576267658369626,0.5327635897308449
university of chicago press,university of chicago press,34,0.8651756528369031,0.5262157497055635
philadelphia,philadelphia,37,0.8182310496601591,0.597525242837011
the children of god,the children of god,30,0.4736670199433885,0.8903367344785533
the heaven's gate suicides,the heaven's gate suicides,3,0.49656682439236094,0.8792004801939439
earth first,earth first,35,0.7023865178364171,0.7129798048184497
jewish people,jewish people,24,0.6786396400248488,0.740749811867779
marxism-leninism,marxism-leninism,24,0.7592093351057828,0.6508779204935642
annie besant,annie besant,35,0.8549301837578236,0.536200387670474
second coming of christ,second coming of christ,32,0.6861243740058851,0.727602469793501
jones,jones,35,0.8734565860605845,0.5123717691911751
tribulation,tribulation,35,0.7743620866932472,0.6338841937872348
old believers,old believers,37,0.7090939979213129,0.7071261104232136
last days,last days,35,0.7408930910522857,0.6716234431056026
kanter,kanter,25,0.8977169875595418,0.46576237620627947
totalism,totalism,35,0.7955436969358312,0.6091388795072326
montana freemen,montana freemen,35,0.869779917585463,0.5171411878918362
federal bureau of investigation,federal bureau of investigation,36,0.7817081707190415,0.6259665721824498
anderson,anderson,35,0.8569395043411966,0.5336407223242862
social,social,35,0.7288825146317991,0.6847592607226762
new,new,35,0.6746192879620478,0.7414329818438065
religions,religions,39,0.7228771103684277,0.6913085677390236
kilbourne,kilbourne,25,0.8708564409116681,0.5042676039976084
proceedings,proceedings,35,0.759077765294186,0.6513250656265726
dick,dick,25,0.8397156909992972,0.5474448454650972
terrorism,terrorism,24,0.7107723465868001,0.7061144776907871
law,law,35,0.7622171261967459,0.6477710258201025
first,first,35,0.7135220423531852,0.7012467918491956
moon,moon,25,0.7804171043545586,0.6253164750719293
jacob,jacob,25,0.8557577912761201,0.5253982894129436
george,george,35,0.8500939471987975,0.542336825641067
baker,baker,25,0.8448316308709569,0.5404593654512628
identity,identity,35,0.7343675305570797,0.6787869948597638
movement,movement,39,0.6930625721300082,0.7209237545089249
a,a,25,0.7324709505214597,0.6841118434558205
david,david,1,0.7493744120389815,0.6643353058295111
g,g,25,0.7940806487569609,0.6078788390623041
ct,ct,35,0.8406233213458173,0.5542521558676459
press,press,35,0.7554113999001095,0.6554572396854175
paul,paul,35,0.8607746632497457,0.5287382307261215
republic,republic,35,0.8543629105372356,0.5369217211383698
salvation,salvation,32,0.7117171143001991,0.7025672571467063
suicide,suicide,3,0.7120439015051798,0.7030689343178119
bloomington,bloomington,35,0.8539186627284152,0.5374865173472
indiana,indiana,35,0.8661205811891686,0.5218684235609047
oxford,oxford,35,0.8339888365808001,0.562519536095204
world,world,35,0.6968615214654393,0.7187325130567656
toronto,toronto,35,0.7970125513953487,0.6073983338099131
gandhi,gandhi,25,0.8104227031634652,0.5866248547178885
bass,bass,25,0.7978823901100446,0.6029729198427598
kets de vries,kets de vries,25,0.8624252637318425,0.5161127618904227
holy grail,holy grail,35,0.8050742060104952,0.5977868540889223
rosicrucianism,rosicrucianism,29,0.586929919647571,0.8135611191504075
moses,moses,24,0.8027437090219517,0.5981256790689105
comte de saint-germain,comte de saint-germain,24,0.8933531885027671,0.4789019105675607
group psychology and the analysis of the ego,group psychology and the analysis of the ego,43,0.7933030135719429,0.6138202356248119
albert bandura,albert bandura,25,0.9009816928446662,0.46100236740919104
heinz kohut,heinz kohut,25,0.9066857053504638,0.45264473408695616
downton,downton,35,0.8638249849219928,0.5248233261756569
concerned relatives,concerned relatives,35,0.6517226270606927,0.7640319495530554
sakamoto tsutsumi,sakamoto tsutsumi,25,0.7875015426543657,0.6163126849502902
the movement for the restoration of the ten commandments of god,the movement for the restoration of the ten commandments of god,39,0.677616626805498,0.7357763105867483
rajneesh movement,rajneesh movement,20,0.5725634991478621,0.8324352489659368
dawson 1998,dawson 1998,21,0.7770280038244167,0.6312768423126955
sun myung moon,sun myung moon,25,0.8324279842926267,0.557322442233099
daisaku ikeda,daisaku ikeda,25,0.7139544167409706,0.7058213677684035
california,california,37,0.8712963103601664,0.5385746228495387
"bureau of alcohol, tobacco, and firearms","bureau of alcohol, tobacco, and firearms",36,0.8006505880041637,0.6039212500518311
congress,congress,36,0.8334191305008889,0.5645396880879503
davidian compound,davidian compound,1,0.7877433207878823,0.6232772212643208
the two,the two,37,0.6236378504998933,0.7820112535134274
marshall applewhite,marshall applewhite,35,0.827230084476974,0.5708748757064559
bonnie nettles,bonnie nettles,35,0.8373783942238331,0.5583038090914727
ti,ti,25,0.7566466721400423,0.6549316001481169
mt. carmel,mt. carmel,24,0.8182112064889668,0.5786752373190915
the mystical apocalypse of the solar temple,the mystical apocalypse of the solar temple,7,0.5764571309995087,0.8181643063373609
"millennium, messiahs, and mayhem","millennium, messiahs, and mayhem",45,0.7858113585501778,0.622942051621469
thomas robbins,thomas robbins,35,0.903582514831768,0.4725340043148418
vienna,vienna,35,0.8343834179958979,0.5620293221725218
david g. bromley,david g. bromley,1,0.8698287420059653,0.52855408519111
praeger,praeger,25,0.8721044605717606,0.5025045823304752
berkeley,berkeley,35,0.8275936196266096,0.5704270428209581
university of california press,university of california press,34,0.8444033574321423,0.5521105044238586
armageddon in waco,armageddon in waco,50,0.858021895549136,0.5336733612574688
cwgs,cwgs,35,0.8355991997787702,0.5605183488451563
cag,cag,36,0.8811924296687443,0.5042942992289038
ananda marga,ananda marga,17,0.7691077982825485,0.6418379635483686
cags,cags,35,0.8299634765029585,0.5675037516313943
ccgs,ccgs,35,0.8751975553339181,0.510106174144842
roman catholics,roman catholics,2,0.7281969100845619,0.7002416321773597
london school of economics,london school of economics,34,0.7996845502686343,0.6057220606662082
rogs,rogs,35,0.7680636081815374,0.6411134772164164
research network on new religions (renner),research network on new religions (renner),13,0.5537157681574625,0.8327810117267128
cdgs,cdgs,35,0.8577781926907372,0.5325698141914799
power,power,35,0.7822518958119391,0.6247447495731805
antelope,antelope,35,0.839299027715774,0.5559075380071654
oregon,oregon,35,0.8890995231345298,0.49185442818656533
armenia,armenia,24,0.8240820457841449,0.5711952678823776
fair,fair,36,0.7319204166913011,0.6813918117117881
ted patrick,ted patrick,35,0.838483593959992,0.5569256183749477
krishna devotees,krishna devotees,5,0.6891992856201785,0.7245840440979505
babylon,babylon,24,0.8258385230908785,0.5689473142122335
the system,the system,37,0.5596708395051353,0.8317807693213739
li hongzhi,li hongzhi,25,0.8342327457902438,0.554884001582328
chinese government,chinese government,36,0.8097320811281703,0.5931653025161651
u.s. treasury department,u.s. treasury department,36,0.8103336705791082,0.5924484588312278
black panther party,black panther party,36,0.7834595428314098,0.6239498717742934
seventh-day adventist,seventh-day adventist,32,0.7275727947874437,0.6865971955571682
book of revelations,book of revelations,2,0.750224865740424,0.6809438953637516
steve schneider,steve schneider,35,0.8810819816111682,0.5024158992647825
abraham,abraham,24,0.8202702584824239,0.5760578159646669
joyce sparks,joyce sparks,35,0.8605502446362315,0.5290264470581127
waco tribune-herald,waco tribune-herald,36,0.9021936487312864,0.4767481914552807
mass suicide,mass suicide,3,0.769505770428149,0.6454924885105815
culture,culture,35,0.7805145456547969,0.6267651040785084
journal of church and state,journal of church and state,32,0.7335255787483494,0.6805102928342048
canton of geneva,canton of geneva,24,0.9160563862562199,0.44703321403783913
cheiry,cheiry,25,0.8482046498548882,0.5358302365085393
amorc,amorc,35,0.9113522453809766,0.46203972083375755
raymond bernard,raymond bernard,35,0.9167908673071895,0.45464140152835786
camille pilet,camille pilet,35,0.8884950123229518,0.4926545323465743
salvan,salvan,25,0.8394580833846941,0.5477955527012671
testament,testament,35,0.7799413584246264,0.6274306250316635
new man,new man,35,0.7522809199854814,0.6589695833583311
earth,earth,35,0.748057212227332,0.6636849952532486
rosicrucian,rosicrucian,29,0.5868850448641505,0.8135969877200738
oakes,oakes,25,0.8494567614045477,0.534107846839027
indiana university press,indiana university press,34,0.8418640230150097,0.5552329586935397
albany,albany,35,0.8645724874828851,0.5238622863006511
state university of new york press,state university of new york press,34,0.8427610996201742,0.5541309473651255
dick anthony,dick anthony,25,0.8980855830379886,0.4652255690449104
nj,nj,35,0.8541240169120019,0.5372250890765362
quaderni di diritto e politica ecclesiastica,quaderni di diritto e politica ecclesiastica,39,0.8442038647231161,0.5579279709996118
catherine wessinger,catherine wessinger,35,0.8750637402437211,0.5102806928030259
paris,paris,36,0.8163145311255738,0.5852930869461892
milan,milan,25,0.8435697782073608,0.5421865905545451
destroying the world to save it,destroying the world to save it,35,0.7876609833413358,0.6184251820566758
the future of immortality and other essays for a nuclear age,the future of immortality and other essays for a nuclear age,19,0.7776236882568296,0.6354196812344755
prophetic charisma,prophetic charisma,54,0.6597682039701543,0.7517393412943272
anti-cult movement,anti-cult movement,47,0.6231127266786513,0.7825214298878322
faith,faith,32,0.6911078711931938,0.7227994860708099
vatican,vatican,32,0.7872513418850181,0.6233329480537143
reader,reader,35,0.7823748425253237,0.6246019105234979
metsubˆ o no hi,metsubˆ o no hi,25,0.7302044390041543,0.6867995062922163
majima,majima,25,0.7476389542943543,0.665914614961221
murai,murai,25,0.7724544972931111,0.6353386858958507
tokyo,tokyo,25,0.7712233593881834,0.6368792626746573
ufo cult,ufo cult,52,0.5711217827829993,0.8225564414615287
san diego,san diego,37,0.8847146614037064,0.5230819591644753
university of alabama,university of alabama,24,0.8485727838605835,0.5394161686079921
houston,houston,35,0.8496605915526277,0.5428846902683399
demonstration,demonstration,49,0.6999458413881869,0.7142042120675252
classroom,classroom,35,0.7242709997755801,0.6897461270173513
the next level,the next level,35,0.6794554904312146,0.7365596935100702
arizona,arizona,35,0.8705503551790599,0.5161436898767511
class,class,35,0.795537363805669,0.6091463187603983
kingdom,kingdom,35,0.8358736305849129,0.5601773173028304
usa today,usa today,35,0.8062419300774826,0.5963862420876527
easter,easter,32,0.774399622555812,0.6373778339742429
life,life,35,0.7285205212044136,0.6851520971032485
turner,turner,35,0.8332936632267497,0.5633820548921216
leo ryan,leo ryan,25,0.8421372622769361,0.5441433457333653
sweden,sweden,36,0.8355659503978116,0.5619037884174825
russian federation,russian federation,36,0.8079040794715988,0.59533994516127
the movement for the restoration of the ten commandments,the movement for the restoration of the ten commandments,39,0.6560902298667357,0.7559169366592655
mrtc,mrtc,35,0.905320215155322,0.47019509852619823
credonia mwerinde,credonia mwerinde,25,0.8921611642006501,0.4738225937686095
virgin mary,virgin mary,32,0.7779289478964284,0.6335438211181506
ten commandments,ten commandments,24,0.7548988719228519,0.655940784885412
roman catholic,roman catholic,2,0.7431420856916864,0.687211529795015
massimo introvigne,massimo introvigne,25,0.8736585647034264,0.5003052819803623
joseph kibwetere,joseph kibwetere,25,0.8481801495450202,0.5358644642331929
kanungu,kanungu,25,0.8031440750369516,0.5961445262224448
togo,togo,25,0.847673384220179,0.5365611538471262
makerere university,makerere university,25,0.8552116964744818,0.5261561653489113
church of jesus christ of latter-day saints,church of jesus christ of latter-day saints,32,0.5923791394078827,0.8114767367304336
"farrakhan, louis","farrakhan, louis",24,0.8700118757069804,0.5108331372225564
human individual metamorphosis,human individual metamorphosis,35,0.7761024495259451,0.631876208672167
"jouret, luc","jouret, luc",35,0.8827802054194319,0.5001867371817412
justice department,justice department,36,0.7605393135020602,0.6499779001080235
"kibwetere, joseph","kibwetere, joseph",25,0.8510412967509526,0.5319238808553519
nation of yahweh,nation of yahweh,24,0.7406063608420349,0.6725226862476712
luciferians,luciferians,24,0.773665671301401,0.6336863409259905
"koresh, david","koresh, david",1,0.8151172794406822,0.5927316404958995
reconstructionists,reconstructionists,35,0.778460488739412,0.6291484674130574
renewed order of the temple,renewed order of the temple,28,0.6202280478467587,0.7857199679931314
ruby ridge,ruby ridge,35,0.8520039887700719,0.5399173070246955
seventh-day adventist church,seventh-day adventist church,32,0.7137446757460802,0.7005446487554934
way international,way international,35,0.8347867009117956,0.5615288703702586
wounded knee,wounded knee,35,0.7833028012794062,0.6235204853975903
ronald reagan,ronald reagan,36,0.8312145910227355,0.5672385409683982
anders breivik,anders breivik,24,0.8336072778999779,0.5589457552289403
jaspers,jaspers,25,0.8587863787747928,0.521189558196069
under the banner of heaven,under the banner of heaven,35,0.8152333939165466,0.5855368693922521
jesus christ,jesus christ,32,0.7323714706475923,0.6816944561387717
prophet muhammad,prophet muhammad,24,0.7429235880053167,0.6698557153455553
karl marx,karl marx,36,0.7842209353772461,0.6230723957405853
adolf hitler,adolf hitler,36,0.8029636965623778,0.6011929433929926
nazis,nazis,24,0.7357763190524216,0.6780548310259191
cambridge,cambridge,35,0.8434017679176616,0.550770205207612
ma,ma,25,0.7905955147501699,0.6123555632319548
mit press,mit press,35,0.8043126361807189,0.5986991630995067
ca,ca,36,0.8784253245943654,0.50787523665764
sage,sage,25,0.7855740241514814,0.6187707366031481
schizophr res,schizophr res,35,0.8240460087220474,0.5747871538395604
psychol med,psychol med,43,0.8616712054564368,0.5320611069399119
uk,uk,36,0.7700985633308597,0.6392165239137851
penguin,penguin,35,0.824042306977769,0.5747920230259146
am j psychiatry,am j psychiatry,35,0.7828500511006907,0.6240482827267497
bentall rp,bentall rp,35,0.8810866899651922,0.5024095227519234
schizophr bull,schizophr bull,35,0.8276581652317037,0.5703476977104698
blackwell,blackwell,35,0.8857725425188118,0.49624851549487414
harpercollins,harpercollins,35,0.7947556285270759,0.6100714600514037
barbados,barbados,24,0.8806277222151532,0.4964144150218198
trinidad,trinidad,35,0.8803160765151238,0.5034193915141563
jamaica,jamaica,24,0.8385053909352174,0.5525923196333875
dsm-5,dsm-5,35,0.8360562723325986,0.5599500436986559
ayurveda,ayurveda,25,0.8248013430014715,0.5675671724785488
cbt,cbt,35,0.8297881705347392,0.5677210296768614
daniel,daniel,35,0.8647290630028419,0.523660806799132
turkington,turkington,35,0.9131917773639602,0.45954271022141
illuminati,illuminati,35,0.7345877353774705,0.6785463491223687
the hague,the hague,37,0.7286488000570902,0.6886397751340188
netherlands,netherlands,36,0.8400590025792942,0.556366805726467
schreber,schreber,25,0.8919387047347643,0.4741445592175709
sigmund freud,sigmund freud,2,0.8133424616007741,0.6224649940111534
goddess movement,goddess movement,39,0.7323141240411868,0.681674765661848
cnp,cnp,35,0.8629763422110748,0.525914206447013
dmi,dmi,25,0.8297079890923952,0.5609866803060493
capgras delusions,capgras delusions,43,0.8181440560349375,0.5848952263745282
beijing,beijing,36,0.8121545588124881,0.5902750840303566
hong kong,hong kong,36,0.8289085140997292,0.5700540845005385
united states of america,united states of america,36,0.7590813035417707,0.6516073217864318
anti-semitism,anti-semitism,24,0.7090349776259515,0.7080282792051291
ecthr,ecthr,35,0.8885022540510275,0.49264442401867314
bureau des cultes,bureau des cultes,52,0.785918666149745,0.6332383714536973
miviludes,miviludes,25,0.8644821737707313,0.5132334141974793
ccmm,ccmm,35,0.8997867223283257,0.4776274721488033
unadfi,unadfi,36,0.8730779159578915,0.5147640743849751
alain vivien,alain vivien,25,0.8968727763296088,0.4669898303969729
national assembly,national assembly,36,0.7440289061390128,0.6682479287207348
michael d. langone,michael d. langone,35,0.8818134695118833,0.5014558785431259
about-picard law,about-picard law,35,0.8324458043181944,0.5644330394589276
rev. moon,rev. moon,35,0.7661533807162727,0.6432943403817235
sanskrit,sanskrit,25,0.7966465224941258,0.6045703871083989
article 9,article 9,36,0.7825229926509016,0.625028523931934
aumism,aumism,12,0.8523192561159153,0.5418394629972695
u.s. department of state,u.s. department of state,36,0.7965904493625685,0.6086912636529398
european convention on human rights,european convention on human rights,36,0.7717839621984536,0.6373053598316225
jws,jws,24,0.8169354418579755,0.5802935538196011
french authorities,french authorities,36,0.7785411841565449,0.6296009823929357
french,french,36,0.7835054147368197,0.6238977384329458
guyard report,guyard report,35,0.8426551792856123,0.5517064824270093
antoine faivre,antoine faivre,25,0.8981014126459471,0.465202538230192
foucault,foucault,34,0.8378445723736543,0.5601561211022676
the family international,the family international,37,0.5425457802817413,0.8441920497509967
fecris,fecris,36,0.8892309748833942,0.493827252690173
penal code,penal code,36,0.7977435430202046,0.6073390008913524
sectarianism,sectarianism,42,0.6375924877383957,0.7723489233863821
alexander dvorkin,alexander dvorkin,25,0.8446721182838532,0.5406780851725741
nigerian,nigerian,24,0.7947807837650577,0.6079943855982572
nigeria,nigeria,24,0.8371424892574105,0.5543639824421879
christendom,christendom,14,0.6945311935319527,0.7244441994033337
conversion,conversion,35,0.7617882348092372,0.6482577683749899
marc galanter,marc galanter,25,0.8951345761244368,0.4695155253659409
jungian,jungian,25,0.8736161637415139,0.5003652661697142
altemeyer,altemeyer,25,0.9069826641469213,0.45220779033831615
