concept_id,concept_en,gloss_en,total_mentions,literature_mentions,miviludes_mentions,interviews_mentions,n_corpora,is_generic
sc_0353,subject,the subject matter of a conversation or discussion,109,109,0,0,1,true
sc_0354,krishna,8th and most important avatar of Vishnu; incarnated as a handsome young man playing a flute,109,109,0,0,1,true
sc_0355,know,the fact of being aware of information that is known to few people,109,100,0,9,2,true
sc_0356,foundation,the basis on which something is grounded,109,109,0,0,1,true
sc_0357,success,an attainment that is successful,109,109,0,0,1,true
sc_0358,message,a communication (usually brief) that is written or spoken or signaled,109,108,1,0,2,true
sc_0359,received,conforming to the established language usage of educated native speakers,108,107,1,0,2,true
sc_0360,access,the right to enter,107,107,0,0,1,true
sc_0361,phenomenon,any state or process known through the senses rather than by intuition or reasoning,107,104,3,0,2,true
sc_0362,money,the most common medium of exchange; functions as legal tender,107,106,0,1,2,true
sc_0363,conspiracy,a secret agreement between two or more people to perform an unlawful act,107,105,1,1,3,true
sc_0364,force,a powerful effect or influence,107,104,3,0,2,true
sc_0365,serious,concerned with work or important matters rather than play or trivialities,106,106,0,0,1,true
sc_0366,give,the elasticity of something that can be stretched and returns to its original length,106,103,0,3,2,true
sc_0367,late,being or occurring at an advanced period of time or after a usual or expected time,106,106,0,0,1,true
sc_0368,controversy,a contentious speech act; a dispute where there is strong disagreement,106,106,0,0,1,true
sc_0369,academic,an educator who works at a college or university,106,105,0,1,2,true
sc_0370,environment,the totality of surrounding conditions,106,106,0,0,1,true
sc_0371,issue,an important question that is in dispute and must be settled,105,104,1,0,2,true
sc_0372,importance,the quality of being important and worthy of note,105,105,0,0,1,true
sc_0373,europe,an international organization of European countries formed after World War II to reduce trade barriers and increase cooperation among its members,104,104,0,0,1,true
sc_0374,leading,the activity of leading,104,104,0,0,1,true
sc_0375,field,a branch of knowledge,104,103,1,0,2,true
sc_0376,full,containing as much or as many as is possible or normal,104,103,0,1,2,true
sc_0377,pentecostal,any member of a Pentecostal religious body,104,104,0,0,1,true
sc_0378,formed,having or given a form or shape,103,103,0,0,1,true
sc_0379,image,an iconic mental representation,103,101,0,2,2,true
sc_0380,longer,a person with a strong desire for something,103,102,0,1,2,true
sc_0381,significance,the quality of being significant,103,103,0,0,1,true
sc_0382,goal,the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it,103,102,0,1,2,true
sc_0383,choice,the person or thing chosen or selected,103,101,0,2,2,true
sc_0384,live,actually being performed at the time of hearing or viewing,103,103,0,0,1,true
sc_0385,saint,a person of exceptional holiness,103,103,0,0,1,true
sc_0386,threat,something that is a source of danger,102,101,1,0,2,true
sc_0387,experienced,having experience; having knowledge or skill from observation or participation,102,102,0,0,1,true
sc_0388,association,a formal organization of people or groups of people,101,101,0,0,1,true
sc_0389,difficult,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,101,94,7,0,2,true
sc_0390,ancient,a very old person,101,101,0,0,1,true
sc_0391,muslim,of or relating to or supporting Islamism,101,98,0,3,2,true
sc_0392,powerful,having great power or force or potency or effect,100,99,1,0,2,true
sc_0393,call,a special disposition (as if from a divine source) to pursue a particular course,100,96,1,3,3,true
sc_0394,hand,a hired laborer on a farm or ranch,100,100,0,0,1,true
sc_0395,service,a public act of religious worship,100,95,5,0,2,true
sc_0396,economic,"of or relating to an economy, the system of production and management of material wealth",99,97,2,0,2,true
sc_0397,total,a quantity obtained by the addition of a group of numbers,98,98,0,0,1,true
sc_0398,rise,the act of changing location in an upward direction,98,97,1,0,2,true
sc_0399,master,an artist of consummate skill,98,96,2,0,2,true
sc_0400,focused,being in focus or brought into focus,97,97,0,0,1,true
sc_0401,effect,a phenomenon that follows and is caused by some previous phenomenon,97,96,0,1,2,true
sc_0402,ideal,the idea of something that is perfect; something that one hopes to attain,96,96,0,0,1,true
sc_0403,doctrine,a belief (or system of beliefs) accepted as authoritative by some group or school,96,93,2,1,3,true
sc_0404,david,patron saint of Wales (circa 520-600),96,96,0,0,1,true
sc_0405,last,the last or lowest in an ordering or series,96,96,0,0,1,true
sc_0406,middle,an intermediate part or section,96,96,0,0,1,true
sc_0407,put,the option to sell a given stock (or stock index or commodity future) at a given price before a given date,96,95,0,1,2,true
sc_0408,thinking,the process of using your mind to consider something carefully,95,91,2,2,3,true
sc_0409,laws,the first of three divisions of the Hebrew Scriptures comprising the first five books of the Hebrew Bible considered as a unit,95,95,0,0,1,true
sc_0410,existing,having existence or being or actuality,95,95,0,0,1,true
sc_0411,impact,a forceful consequence; a strong effect,95,93,2,0,2,true
sc_0412,counter,a person who counts things,95,95,0,0,1,true
sc_0413,light,a divine presence believed by Quakers to enlighten and guide the soul,95,93,0,2,2,true
sc_0414,satan,(Judeo-Christian and Islamic religions) chief spirit of evil and adversary of God; tempter of mankind; master of Hell,95,93,1,1,3,true
sc_0415,story,a piece of fiction that narrates a chain of related events,95,95,0,0,1,true
sc_0416,peace,the state prevailing during the absence of war,95,95,0,0,1,true
sc_0417,growing,(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level,94,92,1,1,3,true
sc_0418,participation,the act of sharing in the activities of a group,94,92,2,0,2,true
sc_0419,shared,have in common; held or experienced in common,94,94,0,0,1,true
sc_0420,close,in intimate association or accord,94,91,1,2,3,true
sc_0421,police,the force of policemen and officers,93,92,1,0,2,true
sc_0422,appeal,earnest or urgent request,93,93,0,0,1,true
sc_0423,decision,the act of making up your mind about something,93,93,0,0,1,true
sc_0424,ideological,of or pertaining to or characteristic of an orientation that characterizes the thinking of a group or nation,92,92,0,0,1,true
sc_0425,words,the words that are spoken,92,90,2,0,2,true
sc_0426,mother,a term of address for an elderly woman,92,92,0,0,1,true
sc_0427,dominant,exercising influence or control,91,91,0,0,1,true
sc_0428,home,an environment offering affection and security,91,91,0,0,1,true
sc_0429,myth,a traditional story accepted as history; serves to explain the world view of a people,91,91,0,0,1,true
sc_0430,turn,a change in direction,91,89,0,2,2,true
sc_0431,lost,people who are destined to die soon,91,91,0,0,1,true
sc_0432,struggle,an energetic attempt to achieve something,91,91,0,0,1,true
sc_0433,marriage,the state of being a married couple voluntarily joined for life (or until divorce),91,91,0,0,1,true
sc_0434,education,the activities of educating or instructing; activities that impart knowledge or skill,90,90,0,0,1,true
sc_0435,space,the unlimited expanse in which everything is located,90,88,0,2,2,true
sc_0436,false,not in accordance with the fact or reality or actuality,90,89,1,0,2,true
sc_0437,available,obtainable or accessible and ready for use or service,90,90,0,0,1,true
sc_0438,think,an instance of deliberate thinking,89,79,0,10,2,true
sc_0439,criticism,disapproval expressed by pointing out faults or shortcomings,89,89,0,0,1,true
sc_0440,regard,(usually preceded by ‘in’) a detail or point,89,86,3,0,2,true
sc_0441,spread,a conspicuous disparity or difference as between two figures,89,89,0,0,1,true
sc_0442,latter,the second of two or the second mentioned of two,89,89,0,0,1,true
sc_0443,acts,something that people do or cause to happen,88,86,1,1,3,true
sc_0444,committed,"bound or obligated, as under a pledge to a particular cause, action, or attitude",88,88,0,0,1,true
sc_0445,five,a team that plays basketball,88,88,0,0,1,true
sc_0446,increased,made greater in size or amount or degree,87,87,0,0,1,true
sc_0447,official,a worker who holds or is invested with an office,87,87,0,0,1,true
sc_0448,discussion,an extended communication (often interactive) dealing with some particular topic,87,85,2,0,2,true
sc_0449,challenge,a demanding or stimulating situation,87,87,0,0,1,true
sc_0450,extent,the point or degree to which something extends,87,87,0,0,1,true
sc_0451,mystical,relating to or characteristic of mysticism,87,87,0,0,1,true
sc_0452,face,the feelings expressed on a person's face,87,79,8,0,2,true
sc_0453,matter,a vaguely specified concern,86,85,1,0,2,true
sc_0454,program,a series of steps to be carried out or goals to be accomplished,86,85,0,1,2,true
sc_0455,generation,all the people living at the same time or of approximately the same age,86,86,0,0,1,true
sc_0456,original,something that serves as a model or a basis for making copies,86,86,0,0,1,true
sc_0457,father,‘Father’ is a term of address for priests in some churches (especially the Roman Catholic Church or the Orthodox Catholic Church); ‘Padre’ is frequently used in the military,86,86,0,0,1,true
sc_0458,guru,each of the first ten leaders of the Sikh religion,85,83,2,0,2,true
sc_0459,published,prepared and printed for distribution and sale,85,85,0,0,1,true
sc_0460,changed,made or become different in nature or form,85,85,0,0,1,true
sc_0461,joining,the act of bringing two things into contact (especially for communication),85,85,0,0,1,true
sc_0462,function,(mathematics) a mathematical relation such that each element of a given set (the domain of the function) is associated with an element of another set (the range of the function),85,85,0,0,1,true
sc_0463,creation,(theology) God's act of bringing the universe into existence,85,85,0,0,1,true
sc_0464,solar,relating to or derived from the sun or utilizing the energies of the sun,84,84,0,0,1,true
sc_0465,capacity,capability to perform or produce,84,84,0,0,1,true
sc_0466,daily,a newspaper that is published every day,84,82,1,1,3,true
sc_0467,paganism,any of various religions other than Christianity or Judaism or Islamism,84,84,0,0,1,true
sc_0468,european,a native or inhabitant of Europe,84,84,0,0,1,true
sc_0469,orthodox,of or pertaining to or characteristic of Judaism,84,83,0,1,2,true
sc_0470,path,a course of conduct,84,84,0,0,1,true
sc_0471,nation,a politically organized body of people under a single government,83,81,2,0,2,true
sc_0472,country,the people who live in a nation or country,83,83,0,0,1,true
sc_0473,taking,the act of someone who picks up or takes something,83,83,0,0,1,true
sc_0474,phenomena,any state or process known through the senses rather than by intuition or reasoning,83,83,0,0,1,true
sc_0475,authoritarian,a person who behaves in a tyrannical manner,83,83,0,0,1,true
sc_0476,effects,property of a personal character that is portable but not used in business,83,83,0,0,1,true
sc_0477,respect,(usually preceded by ‘in’) a detail or point,83,80,3,0,2,true
sc_0478,formation,an arrangement of people or things acting as a unit,83,73,10,0,2,true
sc_0479,moon,the light of the Moon,83,82,1,0,2,true
sc_0480,secret,something that should remain hidden from others (especially information that is not to be passed on),82,77,4,1,3,true
sc_0481,post,a job in an organization,82,81,1,0,2,true
sc_0482,hold,the act of grasping,82,82,0,0,1,true
sc_0483,going,the act of departing,82,80,1,1,3,true
sc_0484,coming,the act of drawing spatially closer to something,82,81,0,1,2,true
sc_0485,kingdom,a domain in which something is dominant,82,82,0,0,1,true
sc_0486,par,a state of being essentially equal or equivalent; equally balanced,82,4,78,0,2,true
sc_0487,principle,a basic generalization that is accepted as true and that can be used as a basis for reasoning or conduct,81,81,0,0,1,true
sc_0488,acceptance,the mental attitude that something is believable and should be accepted as true,81,81,0,0,1,true
sc_0489,opposed,being in opposition or having an opponent,81,81,0,0,1,true
sc_0490,play,a dramatic work intended for performance by actors on a stage,81,80,0,1,2,true
sc_0491,increasing,becoming greater or larger,81,81,0,0,1,true
sc_0492,occult,supernatural forces and events and beings collectively,81,80,1,0,2,true
sc_0493,magic,any art that invokes supernatural powers,81,81,0,0,1,true
sc_0494,reason,a rational motive for a belief or action,80,80,0,0,1,true
sc_0495,emergence,the act of emerging,80,80,0,0,1,true
sc_0496,stress,the relative prominence of a syllable or musical note (especially with regard to stress or pitch),80,80,0,0,1,true
sc_0497,theoretical,concerned primarily with theories or hypotheses rather than practical considerations,80,80,0,0,1,true
sc_0498,share,assets belonging to or due to or contributed by an individual person or group,80,80,0,0,1,true
sc_0499,wicca,a community of followers of the Wicca religion,80,80,0,0,1,true
sc_0500,web,an interconnected system of things or people,80,79,1,0,2,true
sc_0501,messianic,of or relating to a messiah promising deliverance,80,80,0,0,1,true
sc_0502,beginning,the first part or section of something,79,79,0,0,1,true
sc_0503,center,the choicest or most essential or most vital part of some idea or experience,79,78,0,1,2,true
sc_0504,intense,possessing or displaying a distinctive feature to a heightened degree,79,79,0,0,1,true
sc_0505,earlier,at or near the beginning of a period of time or course of events or before the usual or expected time,79,79,0,0,1,true
sc_0506,natural,someone regarded as certain to succeed,79,79,0,0,1,true
sc_0507,conservative,a member of a Conservative Party,79,79,0,0,1,true
sc_0508,moved,being excited or provoked to the expression of an emotion,79,79,0,0,1,true
sc_0509,origin,properties attributable to your ancestry,79,79,0,0,1,true
sc_0510,humanity,the quality of being humane,79,79,0,0,1,true
sc_0511,energy,enterprising or ambitious drive; forceful exertion,79,78,0,1,2,true
sc_0512,goddess,a female deity,79,79,0,0,1,true
sc_0513,value,a numerical quantity measured or assigned or computed,78,78,0,0,1,true
sc_0514,services,performance of duties or provision of space and equipment helpful to others,78,72,6,0,2,true
sc_0515,personality,"the complex of all the attributes — behavioral, temperamental, emotional and mental — that characterize a unique individual",78,77,0,1,2,true
sc_0516,demand,an urgent or peremptory request,78,76,1,1,3,true
sc_0517,ultimate,the finest or most superior quality of its kind,78,78,0,0,1,true
sc_0518,short,the fielding position of the player on a baseball team who is stationed between second and third base,78,78,0,0,1,true
sc_0519,theological,of or relating to or concerning theology,78,78,0,0,1,true
sc_0520,revelation,the last book of the New Testament; contains visionary descriptions of heaven and of conflicts between good and evil and of the end of the world; attributed to Saint John the Apostle,78,78,0,0,1,true
sc_0521,civil,not rude; marked by satisfactory (or especially minimal) adherence to social usages and sufficient but not noteworthy consideration for others,78,78,0,0,1,true
sc_0522,saw,a condensed but memorable saying embodying some important fact of experience that is taken as true by many people,78,78,0,0,1,true
sc_0523,british,the people of Great Britain,77,77,0,0,1,true
sc_0524,effort,earnest and conscientious activity intended to do or accomplish something,77,77,0,0,1,true
sc_0525,fundamental,the lowest tone of a harmonic series,77,76,1,0,2,true
sc_0526,series,similar things placed in order or happening one after another,77,77,0,0,1,true
sc_0527,normal,something regarded as a normative example,77,76,0,1,2,true
sc_0528,witchcraft,the art of sorcery,77,77,0,0,1,true
sc_0529,written,set down in writing in any of various ways,77,77,0,0,1,true
sc_0530,scholarly,characteristic of scholars or scholarship,77,77,0,0,1,true
sc_0531,style,how something is done or how it happens,77,77,0,0,1,true
sc_0532,theosophical,of or relating to theosophy,77,77,0,0,1,true
sc_0533,interpretation,a mental representation of the meaning or significance of something,76,75,1,0,2,true
sc_0534,effective,producing or capable of producing an intended result or having a striking effect,76,76,0,0,1,true
sc_0535,considerable,large or relatively large in number or amount or extent or degree,76,76,0,0,1,true
sc_0536,ability,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment,76,76,0,0,1,true
sc_0537,communist,a member of the communist party,76,76,0,0,1,true
sc_0538,reported,made known or told about; especially presented in a formal account,76,76,0,0,1,true
sc_0539,range,an area in which something acts or operates or has power or control:,76,76,0,0,1,true
sc_0540,expected,considered likely or probable to happen or arrive,76,76,0,0,1,true
sc_0541,numbers,the fourth book of the Old Testament; contains a record of the number of Israelites who followed Moses out of Egypt,76,76,0,0,1,true
sc_0542,unity,an undivided or unbroken completeness or totality with nothing wanting,76,76,0,0,1,true
sc_0543,poor,people without possessions or wealth (considered as a group),76,76,0,0,1,true
sc_0544,line,a formation of people or things one beside another,75,74,0,1,2,true
sc_0545,establishment,the act of forming or establishing something,75,74,1,0,2,true
sc_0546,chapter,a subdivision of a written work; usually numbered and titled,75,75,0,0,1,true
sc_0547,failure,an act that fails,75,75,0,0,1,true
sc_0548,fear,an emotion experienced in anticipation of some specific pain or danger (usually accompanied by a desire to flee or fight),75,74,1,0,2,true
sc_0549,online,on a regular route of a railroad or bus or airline system,75,73,2,0,2,true
sc_0550,construction,the act of constructing something,75,73,2,0,2,true
sc_0551,sexuality,the properties that distinguish organisms on the basis of their reproductive roles,75,75,0,0,1,true
sc_0552,pattern,a perceptual structure,74,74,0,0,1,true
sc_0553,initial,the first letter of a word (especially a person's name),74,74,0,0,1,true
sc_0554,yoga,discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion,74,74,0,0,1,true
sc_0555,difference,the quality of being unlike or dissimilar,74,70,1,3,3,true
sc_0556,legitimacy,lawfulness by virtue of being authorized or in accordance with law,74,74,0,0,1,true
sc_0557,prior,the head of a religious order; in an abbey the prior is next below the abbot,74,74,0,0,1,true
sc_0558,lay,characteristic of those who are not members of the clergy,74,74,0,0,1,true
sc_0559,turned,moved around an axis or center,74,74,0,0,1,true
sc_0560,resistance,the action of opposing something that you disapprove or disagree with,74,74,0,0,1,true
sc_0561,want,a state of extreme poverty,73,67,0,6,2,true
sc_0562,data,a collection of facts from which conclusions may be drawn,73,73,0,0,1,true
sc_0563,persuasion,the act of persuading (or attempting to persuade); communication intended to induce belief or action,73,73,0,0,1,true
sc_0564,essential,basic and fundamental,73,73,0,0,1,true
sc_0565,giving,the act of giving,73,73,0,0,1,true
sc_0566,useful,being of use or service,72,71,1,0,2,true
sc_0567,language,a systematic means of communicating by the use of sounds or conventional symbols,72,71,1,0,2,true
sc_0568,debate,a discussion in which reasons are advanced for and against some proposition or proposal,72,72,0,0,1,true
sc_0569,sent,caused or enabled to go or be conveyed or transmitted,71,55,16,0,2,true
sc_0570,crisis,an unstable situation of extreme danger or difficulty,71,71,0,0,1,true
sc_0571,applied,concerned with concrete problems or data rather than with fundamental principles,71,71,0,0,1,true
sc_0572,account,a record or narrative description of past events,71,70,1,0,2,true
sc_0573,tendency,an attitude of mind especially one that favors one alternative over others,71,70,1,0,2,true
sc_0574,strict,"characterized by strictness, severity, or restraint",71,69,0,2,2,true
sc_0575,adopted,acquired as your own by free choice,71,71,0,0,1,true
sc_0576,circle,an unofficial association of people or groups,71,71,0,0,1,true
sc_0577,crucial,of extreme importance; vital to the resolution of a crisis,71,71,0,0,1,true
sc_0578,building,the act of constructing something,71,71,0,0,1,true
sc_0579,feel,an intuitive awareness,71,70,1,0,2,true
sc_0580,south,the cardinal compass point that is at 180 degrees,71,71,0,0,1,true
sc_0581,stage,a specific identifiable position in a continuum or series or especially in a process,70,65,5,0,2,true
sc_0582,shift,the act of changing one thing or position for another,70,70,0,0,1,true
sc_0583,look,the feelings expressed on a person's face,70,70,0,0,1,true
sc_0584,twentieth,position 20 in a countable series of things,70,70,0,0,1,true
sc_0585,despite,lack of respect accompanied by a feeling of intense dislike,70,70,0,0,1,true
sc_0586,criteria,a basis for comparison; a reference point against which other things can be evaluated,69,68,1,0,2,true
sc_0587,tax,charge against a citizen's person or property or activity for the support of government,69,69,0,0,1,true
sc_0588,rejection,the act of rejecting something,69,69,0,0,1,true
sc_0589,character,a characteristic property that defines the apparent individual nature of something,69,68,0,1,2,true
sc_0590,expressed,precisely and clearly expressed or readily observable; leaving nothing to implication,69,69,0,0,1,true
sc_0591,moment,having important effects or influence,69,66,1,2,3,true
sc_0592,factor,an abstract part of something,69,69,0,0,1,true
sc_0593,attitude,a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways,69,68,1,0,2,true
sc_0594,financial,involving financial matters,68,67,1,0,2,true
sc_0595,population,the people who inhabit a territory or state,68,68,0,0,1,true
sc_0596,fall,a sudden drop from an upright position,68,67,0,1,2,true
sc_0597,connection,a relation between things or events (as in the case of one causing the other or sharing features with it),68,68,0,0,1,true
sc_0598,modernity,the quality of being current or of the present,68,68,0,0,1,true
sc_0599,legitimate,of marriages and offspring; recognized as lawful,68,68,0,0,1,true
sc_0600,jewish,of or relating to Jews or their culture or religion,68,68,0,0,1,true
sc_0601,wisdom,an Apocryphal book consisting mainly of a meditation on wisdom; although ascribed to Solomon it was probably written in the first century BC,68,68,0,0,1,true
sc_0602,dynamics,the branch of mechanics concerned with the forces that cause motions of bodies,68,68,0,0,1,true
sc_0603,hard,not easy; requiring great physical or mental effort to accomplish or comprehend or endure,68,66,0,2,2,true
sc_0604,say,the chance to speak,67,59,0,8,2,true
sc_0605,autonomy,immunity from arbitrary exercise of authority: political independence,67,66,1,0,2,true
sc_0606,dramatic,suitable to or characteristic of drama,67,67,0,0,1,true
sc_0607,ufo,an (apparently) flying object whose nature is unknown; especially those considered to have extraterrestrial origins,67,67,0,0,1,true
sc_0608,prayer,the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving),67,67,0,0,1,true
sc_0609,liberty,immunity from arbitrary exercise of authority: political independence,67,67,0,0,1,true
sc_0610,project,a planned undertaking,67,66,0,1,2,true
sc_0611,illness,impairment of normal physiological function affecting part or all of an organism,67,65,2,0,2,true
sc_0612,plan,a series of steps to be carried out or goals to be accomplished,67,65,2,0,2,true
sc_0613,attack,(military) an offensive against an enemy (using weapons),66,66,0,0,1,true
sc_0614,enforcement,the act of enforcing; ensuring observance of or obedience to,66,66,0,0,1,true
sc_0615,seeking,the act of searching for something,66,66,0,0,1,true
sc_0616,distinction,a discrimination between things as different and distinct on the basis of their characteristics or attributes,66,65,1,0,2,true
sc_0617,private,confined to particular persons or groups,66,66,0,0,1,true
sc_0618,keep,the financial means whereby one lives,66,65,0,1,2,true
sc_0619,exercise,the activity of exerting your muscles in various ways to keep fit,65,65,0,0,1,true
sc_0620,aspect,a distinct feature or element in a problem,65,64,0,1,2,true
sc_0621,works,everything available; usually preceded by ‘the’,65,65,0,0,1,true
sc_0622,feminist,of or relating to or advocating equal rights for women,65,65,0,0,1,true
sc_0623,evolution,a process in which something passes by degrees to a different stage (especially a more advanced or mature stage),65,65,0,0,1,true
sc_0624,figure,a diagram or picture illustrating textual material,65,62,0,3,2,true
sc_0625,circumstances,your overall circumstances or condition in life (including everything that happens to you),64,64,0,0,1,true
sc_0626,interaction,a mutual or reciprocal action; interacting,64,64,0,0,1,true
sc_0627,exit,the act of going out,64,63,0,1,2,true
sc_0628,protestant,an adherent of Protestantism,64,64,0,0,1,true
sc_0629,side,one of two or more contesting groups,64,61,2,1,3,true
sc_0630,supernatural,supernatural forces and events and beings collectively,64,64,0,0,1,true
sc_0631,wide,having great (or a certain) extent from one side to the other,64,64,0,0,1,true
sc_0632,house,the members of a business organization that owns or operates one or more establishments,64,64,0,0,1,true
sc_0633,lower,the bottom one of two,63,63,0,0,1,true
sc_0634,final,an examination administered at the end of an academic term,63,63,0,0,1,true
sc_0635,hierarchy,a series of ordered groupings of people or things within a system,63,62,0,1,2,true
sc_0636,security,the state of being free from danger or injury,63,63,0,0,1,true
sc_0637,chosen,one who is the object of choice; who is given preference,63,63,0,0,1,true
sc_0638,affiliation,a social or business relationship,63,63,0,0,1,true
sc_0639,category,a collection of things sharing a common attribute,63,63,0,0,1,true
sc_0640,formal,being in accord with established forms and conventions and requirements (as e.g. of formal dress),63,63,0,0,1,true
sc_0641,framework,a hypothetical description of a complex entity or process,63,63,0,0,1,true
sc_0642,nineteenth,position 19 in a countable series of things,63,63,0,0,1,true
sc_0643,soul,the immaterial part of a person; the actuating cause of an individual life,63,62,1,0,2,true
sc_0644,list,a database containing an ordered array of items (names or topics),62,62,0,0,1,true
sc_0645,sociological,of or relating to or determined by sociology,62,62,0,0,1,true
sc_0646,cognitive,of or being or relating to or involving cognition,62,62,0,0,1,true
sc_0647,accused,a defendant in a criminal proceeding,62,61,1,0,2,true
sc_0648,run,a score in baseball made by a runner touching all four bases safely,62,62,0,0,1,true
sc_0649,leaving,the act of departing,62,62,0,0,1,true
sc_0650,text,the words of something written,62,62,0,0,1,true
sc_0651,biblical,of or pertaining to or contained in or in accordance with the Bible,62,62,0,0,1,true
sc_0652,protection,the activity of protecting someone or something,61,58,3,0,2,true
sc_0653,show,an act or social event involving a public performance or entertainment,61,61,0,0,1,true
sc_0654,deviant,a person whose behavior deviates from what is acceptable especially in sexual behavior,61,61,0,0,1,true
sc_0655,absolute,something that is conceived or that exists independently and not in relation to other things; something that does not depend on anything else and is beyond human control; something that is not relative,61,59,2,0,2,true
sc_0656,trust,something (as property) held by one party (the trustee) for the benefit of another (the beneficiary),61,59,1,1,3,true
sc_0657,symbolic,relating to or using or proceeding by means of symbols,61,61,0,0,1,true
sc_0658,lifestyle,a manner of living that reflects the person's values and attitudes,61,61,0,0,1,true
sc_0659,rule,a principle or condition that customarily governs behavior,61,61,0,0,1,true
sc_0660,indian,a native or inhabitant of India,61,61,0,0,1,true
sc_0661,teacher,a person whose occupation is teaching,61,61,0,0,1,true
sc_0662,politics,social relations involving intrigue to gain authority or power,61,61,0,0,1,true
sc_0663,sea,turbulent water with swells of considerable size,61,61,0,0,1,true
sc_0664,move,the act of deciding to do something,60,60,0,0,1,true
sc_0665,separate,a separately printed article that originally appeared in a larger publication,60,60,0,0,1,true
sc_0666,experimentation,the testing of an idea,60,60,0,0,1,true
sc_0667,aware,(sometimes followed by ‘of’) having or showing knowledge or understanding or realization or perception,60,60,0,0,1,true
sc_0668,discipline,a branch of knowledge,60,60,0,0,1,true
sc_0669,strategy,an elaborate and systematic plan of action,60,60,0,0,1,true
sc_0670,press,the state of demanding notice or attention,60,60,0,0,1,true
sc_0671,secularization,the activity of changing something (art or education or society or morality etc.) so it is no longer under the control or influence of religion,60,60,0,0,1,true
sc_0672,ordinary,a judge of a probate court,60,60,0,0,1,true
sc_0673,heart,the locus of feelings and intuitions,60,60,0,0,1,true
sc_0674,race,people who are believed to belong to the same genetic stock,60,60,0,0,1,true
sc_0675,persecution,the act of persecuting (especially on the basis of race or religion),60,60,0,0,1,true
sc_0676,stance,standing posture,60,60,0,0,1,true
sc_0677,policy,a plan of action adopted by an individual or social group,59,59,0,0,1,true
sc_0678,medical,a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person,59,55,3,1,3,true
sc_0679,opportunity,a possibility due to a favorable combination of circumstances,59,59,0,0,1,true
sc_0680,half,(of siblings) related through one parent only,59,59,0,0,1,true
sc_0681,contrast,the opposition or dissimilarity of things that are compared,59,59,0,0,1,true
sc_0682,relation,an abstraction belonging to or characteristic of two entities or parts together,59,58,1,0,2,true
sc_0683,interested,having or showing interest; especially curiosity or fascination or concern,59,59,0,0,1,true
sc_0684,build,constitution of the human body,59,58,1,0,2,true
sc_0685,foreign,of concern to or concerning the affairs of other nations (other than your own),59,59,0,0,1,true
sc_0686,search,the activity of looking thoroughly in order to find something or someone,59,58,1,0,2,true
sc_0687,quality,an essential and distinguishing attribute of something or someone,59,58,1,0,2,true
sc_0688,prophetic,foretelling events as if by supernatural intervention,59,59,0,0,1,true
sc_0689,desire,the feeling that accompanies an unsatisfied state,59,59,0,0,1,true
sc_0690,element,an abstract part of something,58,57,0,1,2,true
sc_0691,danger,the condition of being susceptible to harm or injury,58,50,8,0,2,true
sc_0692,university,the body of faculty and students at a university,58,56,2,0,2,true
sc_0693,direction,the spatial relation between something and the course along which it points or moves,58,54,4,0,2,true
sc_0694,psychology,the science of mental life,58,58,0,0,1,true
sc_0695,technology,the application of the knowledge and usage of tools (such as machines or utensils) and techniques to control one's environment,58,58,0,0,1,true
sc_0696,serve,(sports) a stroke that puts the ball in play,58,57,1,0,2,true
sc_0697,campaign,a series of actions advancing a principle or tending toward a particular end,58,58,0,0,1,true
sc_0698,event,a special set of circumstances,58,57,0,1,2,true
sc_0699,delusion,(psychology) an erroneous belief that is held in the face of evidence to the contrary,58,58,0,0,1,true
sc_0700,murder,unlawful premeditated killing of a human being by a human being,57,57,0,0,1,true
sc_0701,centre,the choicest or most essential or most vital part of some idea or experience,57,55,2,0,2,true
sc_0702,distinct,easy to perceive; especially clearly outlined,57,57,0,0,1,true
sc_0703,writing,the act of creating written works,57,56,1,0,2,true
sc_0704,object,a tangible and visible entity; an entity that can cast a shadow,57,57,0,0,1,true
sc_0705,product,a quantity obtained by multiplication,57,57,0,0,1,true
sc_0706,reference,a remark that calls attention to something or someone,57,56,1,0,2,true
sc_0707,raised,located or moved above the surround or above the normal position,57,55,0,2,2,true
sc_0708,societal,relating to human society and its members,57,57,0,0,1,true
sc_0709,equal,a person who is of equal standing with another in a group,57,57,0,0,1,true
sc_0710,standard,a basis for comparison; a reference point against which other things can be evaluated,57,57,0,0,1,true
sc_0711,federal,a member of the Union Army during the American Civil War,57,57,0,0,1,true
sc_0712,sacrifice,the act of losing or surrendering something as a penalty for a mistake or fault or failure to perform etc.,57,57,0,0,1,true
sc_0713,deep,relatively deep or strong; affecting one deeply,57,57,0,0,1,true
sc_0714,responsible,worthy of or requiring responsibility or trust; or held accountable,57,56,0,1,2,true
