concept_id,concept_en,gloss_en,total_mentions,literature_mentions,miviludes_mentions,interviews_mentions,n_corpora,is_generic
sc_0715,enlightenment,a movement in Europe from about 1650 until 1800 that advocated the use of reason and individualism instead of tradition and established doctrine,57,56,0,1,2,true
sc_0716,woman,a female person who plays a significant role (wife or mistress or girlfriend) in the life of a particular man,57,57,0,0,1,true
sc_0717,city,people living in a large densely populated municipality,57,57,0,0,1,true
sc_0718,dead,people who are no longer living,56,56,0,0,1,true
sc_0719,voluntary,(military) a person who freely enlists for service,56,55,0,1,2,true
sc_0720,responsibility,the social force that binds you to the courses of action demanded by that force,56,56,0,0,1,true
sc_0721,indoctrination,teaching someone to accept doctrines uncritically,56,56,0,0,1,true
sc_0722,actual,presently existing in fact and not merely potential or possible,56,56,0,0,1,true
sc_0723,dynamic,an efficient incentive,56,55,0,1,2,true
sc_0724,east,the cardinal compass point that is at 90 degrees,56,56,0,0,1,true
sc_0725,sufficient,of a quantity that can fulfill a need or requirement but without being abundant,56,56,0,0,1,true
sc_0726,appropriate,suitable for a particular person or place or condition etc,56,56,0,0,1,true
sc_0727,institutional,relating to or constituting or involving an institution,56,56,0,0,1,true
sc_0728,oriented,adjusted or located in relation to surroundings or circumstances; sometimes used in combination,56,56,0,0,1,true
sc_0729,structural,"relating to or caused by structure, especially political or economic structure",56,56,0,0,1,true
sc_0730,typical,exhibiting the qualities or characteristics that identify a group or kind or category,56,55,1,0,2,true
sc_0731,cosmic,of or from or pertaining to or characteristic of the cosmos or universe,56,56,0,0,1,true
sc_0732,gain,the advantageous quality of being beneficial,56,56,0,0,1,true
sc_0733,communication,the activity of communicating; the activity of conveying information,56,52,4,0,2,true
sc_0734,diversity,noticeable heterogeneity,55,55,0,0,1,true
sc_0735,opinion,a personal belief or judgment that is not founded on proof or certainty,55,53,0,2,2,true
sc_0736,content,(usually plural) everything that is included in a collection and that is held or included in something,55,55,0,0,1,true
sc_0737,discourse,extended verbal expression in speech or writing,55,55,0,0,1,true
sc_0738,bad,that which is below standard or expectations as of ethics or decency,55,54,0,1,2,true
sc_0739,area,a subject of study,55,55,0,0,1,true
sc_0740,devotion,feelings of ardent love,55,55,0,0,1,true
sc_0741,business,a commercial or industrial enterprise and the people who constitute it,55,54,1,0,2,true
sc_0742,philosophy,a belief (or system of beliefs) accepted as authoritative by some group or school,55,55,0,0,1,true
sc_0743,rhetoric,using language effectively to please or persuade,55,55,0,0,1,true
sc_0744,perfect,a tense of verbs used in describing action that has been completed (sometimes regarded as perfective aspect),55,55,0,0,1,true
sc_0745,prophets,the second of three divisions of the Hebrew Scriptures,55,54,0,1,2,true
sc_0746,manipulation,exerting shrewd or devious influence especially for one's own advantage,54,45,8,1,3,true
sc_0747,deal,a particular instance of buying or selling,54,54,0,0,1,true
sc_0748,youth,a young person (especially a young man or boy),54,54,0,0,1,true
sc_0749,practical,concerned with actual use or practice,54,54,0,0,1,true
sc_0750,version,an interpretation of a matter from a particular viewpoint,54,54,0,0,1,true
sc_0751,totalistic,of or relating to the principles of totalitarianism according to which the state regulates every realm of life,54,54,0,0,1,true
sc_0752,rational,consistent with or based on or using reason,54,54,0,0,1,true
sc_0753,increase,a process of becoming larger or longer or more numerous or more important,54,54,0,0,1,true
sc_0754,decline,change toward something smaller or lower,54,53,1,0,2,true
sc_0755,absence,the state of being absent,54,52,2,0,2,true
sc_0756,sociology,the study and classification of human societies,54,54,0,0,1,true
sc_0757,treatment,care provided to improve a situation (especially medical procedures or applications that are intended to relieve illness or injury),54,54,0,0,1,true
sc_0758,destructive,causing destruction or much damage,54,54,0,0,1,true
sc_0759,loss,something that is lost,54,53,1,0,2,true
sc_0760,innovation,the creation of something in the mind,54,54,0,0,1,true
sc_0761,mean,an average of n numbers computed by adding some function of the numbers and dividing by some function of n,54,51,0,3,2,true
sc_0762,birth,the process of giving birth,54,54,0,0,1,true
sc_0763,extensive,of agriculture; increasing productivity by using large areas with minimal outlay and labor,54,54,0,0,1,true
sc_0764,multiple,the product of a quantity by an integer,54,54,0,0,1,true
sc_0765,isolation,a state of separation between persons or groups,54,51,3,0,2,true
sc_0766,gospel,an unquestionable truth,54,54,0,0,1,true
sc_0767,heaven,a place regarded by various beliefs as the abode of their deities; also a place where good people are believed to go after death,54,54,0,0,1,true
sc_0768,studied,produced or marked by conscious design or premeditation,54,54,0,0,1,true
sc_0769,derived,formed or developed from something else; not original,54,54,0,0,1,true
sc_0770,orientation,the act of orienting,53,53,0,0,1,true
sc_0771,destruction,the termination of something by causing so much damage to it that it cannot be repaired or no longer exists,53,52,1,0,2,true
sc_0772,educational,relating to the process of education,53,52,1,0,2,true
sc_0773,declared,made known or openly avowed,53,53,0,0,1,true
sc_0774,article,nonfictional prose forming an independent part of a publication,53,50,3,0,2,true
sc_0775,objective,the goal intended to be attained (and which is believed to be attainable),53,52,1,0,2,true
sc_0776,liberal,a person who favors a political philosophy of progress and reform and the protection of civil liberties,53,52,1,0,2,true
sc_0777,phase,(physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical state and separated from other material by the phase boundary,53,49,4,0,2,true
sc_0778,career,the particular occupation for which you are trained,53,53,0,0,1,true
sc_0779,treated,subjected to a physical (or chemical) treatment or action or agent,53,53,0,0,1,true
sc_0780,complete,having every necessary or normal part or component or step,53,52,1,0,2,true
sc_0781,wanted,desired or wished for or sought,53,52,1,0,2,true
sc_0782,names,verbal abuse; a crude substitute for argument,53,50,0,3,2,true
sc_0783,board,a committee having supervisory powers,53,52,0,1,2,true
sc_0784,read,something that is read,53,53,0,0,1,true
sc_0785,student,a learner who is enrolled in an educational institution,53,52,1,0,2,true
sc_0786,pressure,the force applied to a unit area of surface; measured in pascals (SI unit) or in dynes (cgs unit),52,51,0,1,2,true
sc_0787,illegal,prohibited by law or by official or accepted rules,52,50,2,0,2,true
sc_0788,progress,gradual improvement or growth or development,52,51,1,0,2,true
sc_0789,initiation,the act of starting something for the first time; introducing something new,52,52,0,0,1,true
sc_0790,care,the work of providing treatment for or attending to someone or something,52,51,1,0,2,true
sc_0791,council,a body serving in an administrative capacity,52,52,0,0,1,true
sc_0792,substantial,having substance or capable of being treated as fact; not imaginary,52,52,0,0,1,true
sc_0793,empirical,derived from experiment and observation rather than theory,52,52,0,0,1,true
sc_0794,separation,the state of lacking unity,52,52,0,0,1,true
sc_0795,none,a service in the Roman Catholic Church formerly read or chanted at 3 PM (the ninth hour counting from sunrise) but now somewhat earlier,52,52,0,0,1,true
sc_0796,scholarship,financial aid provided to a student on the basis of academic merit,52,51,0,1,2,true
sc_0797,recognition,the state or quality of being recognized or acknowledged,52,52,0,0,1,true
sc_0798,relevant,having a bearing on or connection with the subject at issue,52,47,5,0,2,true
sc_0799,simple,a person lacking intelligence or common sense,52,52,0,0,1,true
sc_0800,aim,an anticipated outcome that is intended or that guides your planned actions,52,50,2,0,2,true
sc_0801,planet,a person who follows or serves another,52,52,0,0,1,true
sc_0802,task,a specific piece of work required to be done as a duty or for a specific fee,52,51,1,0,2,true
sc_0803,kept,(especially of promises or contracts) not violated or disregarded,52,52,0,0,1,true
sc_0804,organisation,the persons (or committees or departments etc.) who make up a body for the purpose of administering something,52,47,5,0,2,true
sc_0805,therapeutic,relating to or involved in therapy,51,51,0,0,1,true
sc_0806,explanation,a statement that makes something comprehensible by describing the relevant structure or operation or circumstances etc.,51,51,0,0,1,true
sc_0807,chinese,any of the Sino-Tibetan languages spoken in China; regarded as dialects of a single language (even though they are mutually unintelligible) because they share an ideographic writing system,51,51,0,0,1,true
sc_0808,alien,a person who comes from a foreign country; someone who does not owe allegiance to your country,51,51,0,0,1,true
sc_0809,millenarian,a person who believes in the coming of the millennium (a time of great peace and prosperity),51,51,0,0,1,true
sc_0810,address,(computer science) the code that identifies where a piece of information is stored,51,50,0,1,2,true
sc_0811,connected,joined or linked together,51,51,0,0,1,true
sc_0812,reading,the cognitive process of understanding a written linguistic message,51,51,0,0,1,true
sc_0813,messiah,Jesus Christ; considered by Christians to be the promised deliverer,51,51,0,0,1,true
sc_0814,theosophy,a system of belief based on mystical insight into the nature of God and the soul,51,50,1,0,2,true
sc_0815,apostolic,of or relating to or deriving from the Apostles or their teachings,51,51,0,0,1,true
sc_0816,headquarters,(plural) a military unit consisting of a commander and the headquarters staff,51,51,0,0,1,true
sc_0817,office,the actions and activities assigned to or required or expected of a person or group,51,51,0,0,1,true
sc_0818,meeting,a formally arranged gathering,50,50,0,0,1,true
sc_0819,speaking,the utterance of intelligible speech,50,48,1,1,3,true
sc_0820,creative,having the ability or power to create,50,50,0,0,1,true
sc_0821,wiccan,a believer in Wicca,50,50,0,0,1,true
sc_0822,therapy,(medicine) the act of caring for someone (as by medication or remedial training etc.),50,49,1,0,2,true
sc_0823,perception,the representation of what is perceived; basic component in the formation of a concept,50,50,0,0,1,true
sc_0824,prophecy,knowledge of the future (usually said to be obtained from a divine source),50,50,0,0,1,true
sc_0825,food,any substance that can be metabolized by an animal to give energy and build tissue,50,50,0,0,1,true
sc_0826,village,a community of people smaller than a town,50,50,0,0,1,true
sc_0827,democratic,belong to or relating to the Democratic Party,49,49,0,0,1,true
sc_0828,recruit,a recently enlisted soldier,49,49,0,0,1,true
sc_0829,defining,any process serving to define the shape of something,49,49,0,0,1,true
sc_0830,characteristic,a prominent attribute or aspect of something,49,48,0,1,2,true
sc_0831,dependent,a person who relies on another person for support (especially financial support),49,49,0,0,1,true
sc_0832,professional,a person engaged in one of the learned professions,49,49,0,0,1,true
sc_0833,label,a brief description given for purposes of identification,49,49,0,0,1,true
sc_0834,reincarnation,embodiment in a new form (especially the reappearance or a person in another form),49,49,0,0,1,true
sc_0835,argument,a fact or assertion offered as evidence that something is true,49,49,0,0,1,true
sc_0836,possibility,a future prospect or potential,49,49,0,0,1,true
sc_0837,york,the English royal house (a branch of the Plantagenet line) that reigned from 1461 to 1485; its emblem was a white rose,49,49,0,0,1,true
sc_0838,trade,the commercial exchange (buying and selling on domestic or international markets) of goods and services,49,49,0,0,1,true
sc_0839,wrong,that which is contrary to the principles of justice or law,48,47,0,1,2,true
sc_0840,represented,represented accurately or precisely,48,48,0,0,1,true
sc_0841,method,"a way of doing something, especially a systematic way; implies an orderly logical arrangement (usually in steps)",48,48,0,0,1,true
sc_0842,hostile,not belonging to your own country's forces or those of an ally,48,48,0,0,1,true
sc_0843,fundamentalist,an adherent of fundamentalist principles,48,48,0,0,1,true
sc_0844,draw,an entertainer who attracts large audiences,48,47,0,1,2,true
sc_0845,wealth,the state of being rich and affluent; having a plentiful supply of material goods and money,48,47,1,0,2,true
sc_0846,pilgrimage,a journey to a sacred place,48,48,0,0,1,true
sc_0847,prepared,made ready or fit or suitable beforehand,47,47,0,0,1,true
sc_0848,committee,a special group delegated to consider some matter,47,47,0,0,1,true
sc_0849,condition,a state at a particular time,47,45,2,0,2,true
sc_0850,convert,a person who has been converted to another religious or political belief,47,47,0,0,1,true
sc_0851,universe,(statistics) the entire aggregation of items from which samples can be drawn,47,47,0,0,1,true
sc_0852,systematic,characterized by order and planning,47,47,0,0,1,true
sc_0853,willing,the act of making a choice,47,47,0,0,1,true
sc_0854,testimony,a solemn statement made under oath,47,46,1,0,2,true
sc_0855,logic,the branch of philosophy that analyzes inference,47,46,1,0,2,true
sc_0856,parent,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian,47,43,4,0,2,true
sc_0857,studying,reading carefully with intent to remember,47,47,0,0,1,true
sc_0858,critique,an essay or article that gives a critical evaluation (as of a book or play),47,38,9,0,2,true
sc_0859,controlled,restrained or managed or kept within certain bounds,47,45,0,2,2,true
sc_0860,site,a computer connected to the internet that maintains a series of web pages on the World Wide Web; a computer connected to the internet that maintains a series of web pages on the World Wide Web,47,45,2,0,2,true
sc_0861,insight,clear or deep perception of a situation,47,47,0,0,1,true
sc_0862,divided,separated into parts or pieces,47,47,0,0,1,true
sc_0863,influential,having or exercising influence or power,47,47,0,0,1,true
sc_0864,head,"that which is responsible for one's thoughts, feelings, and conscious brain functions; the seat of the faculty of reason",47,47,0,0,1,true
sc_0865,succession,a following of one thing after another in time,47,47,0,0,1,true
sc_0866,ministry,religious ministers collectively (especially Presbyterian),47,47,0,0,1,true
sc_0867,management,the act of managing something,46,45,1,0,2,true
sc_0868,fit,a display of bad temper,46,45,0,1,2,true
sc_0869,conduct,manner of acting or controlling yourself,46,46,0,0,1,true
sc_0870,supported,sustained or maintained by aid (as distinct from physical support),46,46,0,0,1,true
sc_0871,transition,the act of passing from one state or place to the next,46,46,0,0,1,true
sc_0872,revival,bringing again into activity and prominence,46,46,0,0,1,true
sc_0873,military,the military forces of a nation,46,46,0,0,1,true
sc_0874,roots,the condition of belonging to a particular place or group by virtue of social or ethnic or cultural lineage,46,46,0,0,1,true
sc_0875,identification,the act of designating or identifying something,45,44,0,1,2,true
sc_0876,manner,how something is done or how it happens,45,45,0,0,1,true
sc_0877,discrimination,unfair treatment of a person or group on the basis of prejudice,45,45,0,0,1,true
sc_0878,background,a person's social heritage: previous experience or training,45,45,0,0,1,true
sc_0879,suffering,a state of acute pain,45,45,0,0,1,true
sc_0880,ethnic,a person who is a member of an ethnic group,45,45,0,0,1,true
sc_0881,news,information about recent and important events,45,44,1,0,2,true
sc_0882,looking,the act of directing the eyes toward something and perceiving it visually; look,45,45,0,0,1,true
sc_0883,psychic,a person apparently sensitive to things beyond the natural range of perception,45,45,0,0,1,true
sc_0884,president,an executive officer of a firm or corporation,45,45,0,0,1,true
sc_0885,reaction,(chemistry) a process in which one or more substances are changed into others,44,43,1,0,2,true
sc_0886,extended,fully extended or stretched forth,44,44,0,0,1,true
sc_0887,reject,the person or thing that is rejected or set aside as inferior in quality,44,44,0,0,1,true
sc_0888,paranoia,a psychological disorder characterized by delusions of persecution or grandeur,44,44,0,0,1,true
sc_0889,doubt,the state of being unsure of something,44,44,0,0,1,true
sc_0890,normative,relating to or dealing with norms,44,44,0,0,1,true
sc_0891,audience,a gathering of spectators or listeners at a (usually public) performance,44,44,0,0,1,true
sc_0892,investigation,an inquiry into unfamiliar or questionable activities,44,43,1,0,2,true
sc_0893,hostility,a hostile (very unfriendly) disposition,44,44,0,0,1,true
sc_0894,battle,an energetic attempt to achieve something,44,44,0,0,1,true
sc_0895,revolutionary,of or relating to or characteristic or causing an axial or orbital turn,44,44,0,0,1,true
sc_0896,belonging,happiness felt in a secure relationship,44,43,1,0,2,true
sc_0897,liberation,the act of liberating someone or something,44,44,0,0,1,true
sc_0898,mormon,the ancient prophet whose writings were revealed to Joseph Smith who founded the Church of Jesus Christ of Latter-Day Saints,44,44,0,0,1,true
sc_0899,founding,the act of starting something for the first time; introducing something new,44,44,0,0,1,true
sc_0900,justice,the quality of being just or fair,43,37,6,0,2,true
sc_0901,visible,capable of being seen; or open to easy view,43,43,0,0,1,true
sc_0902,unconventional,not conforming to accepted rules or standards,43,42,1,0,2,true
sc_0903,judgment,an opinion formed by judging something,43,43,0,0,1,true
sc_0904,relative,a person related by blood or marriage,43,42,1,0,2,true
sc_0905,agenda,a temporally organized plan for matters to be attended to,43,42,0,1,2,true
sc_0906,combination,a collection of things that have been combined; an assemblage of separate parts or qualities,43,43,0,0,1,true
sc_0907,risk,a source of danger; a possibility of incurring loss or misfortune,43,42,0,1,2,true
sc_0908,missionary,relating to or connected to a religious mission,43,43,0,0,1,true
sc_0909,raid,a sudden short attack,43,43,0,0,1,true
sc_0910,underground,a secret group organized to overthrow a government or occupation force,43,43,0,0,1,true
sc_0911,feeling,the experiencing of affective and emotional states,43,43,0,0,1,true
sc_0912,college,the body of faculty and students of a college,43,43,0,0,1,true
sc_0913,bound,the greatest possible degree of something,43,43,0,0,1,true
sc_0914,denomination,a group of religious congregations having its own organization and a distinctive faith,43,43,0,0,1,true
sc_0915,elite,a group or class of persons enjoying superior intellectual or social or economic status,42,42,0,0,1,true
sc_0916,application,the act of bringing something to bear; using it for a particular purpose,42,42,0,0,1,true
sc_0917,childhood,the state of a child between infancy and adolescence,42,41,1,0,2,true
sc_0918,adult,a fully developed person from maturity onward,42,42,0,0,1,true
sc_0919,grounds,your basis for belief or disbelief; knowledge on which to base belief,42,42,0,0,1,true
sc_0920,unusual,not usual or common or ordinary,42,42,0,0,1,true
sc_0921,alliance,the state of being allied or confederated,42,42,0,0,1,true
sc_0922,setting,the state of the environment in which a situation exists,42,42,0,0,1,true
sc_0923,racial,of or related to genetically distinguished groups of people,42,42,0,0,1,true
sc_0924,medicine,the branches of medical science that deal with nonsurgical techniques,42,42,0,0,1,true
sc_0925,reach,an area in which something acts or operates or has power or control:,42,42,0,0,1,true
sc_0926,rest,something left after other parts have been taken away,42,42,0,0,1,true
sc_0927,superior,one of greater rank or station or quality,42,42,0,0,1,true
sc_0928,sign,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),42,42,0,0,1,true
sc_0929,celibacy,an unmarried status,42,42,0,0,1,true
sc_0930,fair,a traveling show; having sideshows and rides and games of skill etc.,42,42,0,0,1,true
sc_0931,scripture,any writing that is regarded as sacred by a religious group,42,42,0,0,1,true
sc_0932,constant,a quantity that does not vary,41,41,0,0,1,true
sc_0933,sphere,a particular environment or walk of life,41,41,0,0,1,true
sc_0934,offering,something offered (as a proposal or bid),41,41,0,0,1,true
sc_0935,hands,(with ‘in’) guardianship over; in divorce cases it is the right to house and care for and discipline a child,41,40,0,1,2,true
sc_0936,trance,a psychological state induced by (or as if induced by) a magical incantation,41,41,0,0,1,true
sc_0937,hypnosis,a state that resembles sleep but that is induced by suggestion,41,41,0,0,1,true
sc_0938,profile,an analysis (often in graphical form) representing the extent to which something exhibits various characteristics,41,40,1,0,2,true
sc_0939,agency,"a business or organization that provides a particular service, especially the mediation of transactions between two parties",41,41,0,0,1,true
sc_0940,dimension,the magnitude of something in a particular direction (especially length or width or height),41,39,2,0,2,true
sc_0941,annual,a reference book that is published regularly once every year,41,41,0,0,1,true
sc_0942,reduced,made less in size or amount or degree,41,41,0,0,1,true
sc_0943,regular,a regular patron,41,41,0,0,1,true
sc_0944,benefit,financial assistance in time of need,41,41,0,0,1,true
sc_0945,feature,a prominent attribute or aspect of something,41,41,0,0,1,true
sc_0946,sun,the rays of the sun,41,41,0,0,1,true
sc_0947,designed,done or made or performed with purpose and intent,41,41,0,0,1,true
sc_0948,distance,the property created by the space between two objects or points,41,40,1,0,2,true
sc_0949,interesting,arousing or holding the attention,41,37,1,3,3,true
sc_0950,economy,the system of production and distribution and consumption,41,41,0,0,1,true
sc_0951,finding,"the act of determining the properties of something, usually by research or calculation",41,41,0,0,1,true
sc_0952,promise,a verbal commitment by one person to another agreeing to do (or not to do) something in the future,41,41,0,0,1,true
sc_0953,near,not far distant in time or space or degree or circumstances,41,41,0,0,1,true
sc_0954,teach,an English pirate who operated in the Caribbean and off the Atlantic coast of North America (died in 1718),41,41,0,0,1,true
sc_0955,testament,either of the two main parts of the Christian Bible,41,40,1,0,2,true
sc_0956,minister,a person authorized to conduct religious worship,40,40,0,0,1,true
sc_0957,individualism,the quality of being individual,40,40,0,0,1,true
sc_0958,marked,having or as if having an identifying mark or a mark as specified; often used in combination,40,40,0,0,1,true
sc_0959,acceptable,worthy of acceptance or satisfactory,40,40,0,0,1,true
sc_0960,manifest,a customs document listing the contents put on a ship or plane,40,40,0,0,1,true
sc_0961,developing,processing a photosensitive material in order to make an image visible,40,40,0,0,1,true
sc_0962,step,any maneuver made as part of progress toward a goal,40,40,0,0,1,true
sc_0963,mythology,myths collectively; the body of stories associated with a culture or institution or person,40,39,1,0,2,true
sc_0964,typology,classification according to general type,40,40,0,0,1,true
sc_0965,bringing,the act of delivering or distributing something (as goods or mail),40,40,0,0,1,true
sc_0966,judge,an authority who is able to estimate worth or quality,40,40,0,0,1,true
sc_0967,witness,someone who sees an event and reports what happened,40,40,0,0,1,true
sc_0968,realm,a domain in which something is dominant,40,40,0,0,1,true
sc_0969,gone,stupefied or excited by a chemical substance (especially alcohol),40,40,0,0,1,true
sc_0970,commission,a special group delegated to consider some matter,39,37,2,0,2,true
sc_0971,fight,the act of fighting; any contest or struggle,39,38,0,1,2,true
sc_0972,labeled,bearing or marked with a label or tag,39,39,0,0,1,true
sc_0973,unable,(usually followed by ‘to’) not having the necessary means or skill or know-how,39,39,0,0,1,true
sc_0974,guilt,the state of having committed an offense,39,39,0,0,1,true
sc_0975,express,mail that is distributed by a rapid and efficient system,39,39,0,0,1,true
sc_0976,expansion,the act of increasing (something) in size or volume or quantity or scope,39,38,1,0,2,true
sc_0977,possession,the act of having and controlling property,39,38,1,0,2,true
sc_0978,television,broadcasting visual images of stationary or moving objects,39,39,0,0,1,true
sc_0979,dedicated,devoted to a cause or ideal or purpose,39,39,0,0,1,true
sc_0980,regional,characteristic of a region,39,39,0,0,1,true
sc_0981,feelings,emotional or moral sensitivity (especially in relation to personal principles or dignity),39,39,0,0,1,true
sc_0982,guidance,something that provides direction or advice as to a decision or course of action,39,39,0,0,1,true
sc_0983,buddha,founder of Buddhism (c 563-483 BC),39,39,0,0,1,true
sc_0984,symbol,an arbitrary sign (written or printed) that has acquired a conventional significance,39,39,0,0,1,true
sc_0985,encounter,a minor short-term fight,39,39,0,0,1,true
sc_0986,coverage,the total amount and type of insurance carried,39,39,0,0,1,true
sc_0987,plus,a useful or valuable quality,38,7,30,1,3,true
sc_0988,affairs,matters of personal concern,38,38,0,0,1,true
sc_0989,intended,resulting from one's intentions,38,38,0,0,1,true
sc_0990,constitutional,a regular walk taken as a form of exercise,38,38,0,0,1,true
sc_0991,quest,a search for an alternative that meets cognitive criteria,38,38,0,0,1,true
sc_0992,percent,a proportion in relation to a whole (which is usually the amount per hundred); ten percent,38,38,0,0,1,true
sc_0993,mark,Apostle and companion of Saint Peter; assumed to be the author of the second Gospel,38,37,1,0,2,true
sc_0994,intellectual,a person who uses the mind creatively,38,38,0,0,1,true
sc_0995,survival,a state of surviving; remaining alive,38,38,0,0,1,true
sc_0996,progressive,a tense of verbs used in describing action that is on-going,38,38,0,0,1,true
sc_0997,proved,established beyond doubt,38,38,0,0,1,true
sc_0998,employed,having your services engaged for; or having a job especially one that pays wages or a salary,38,38,0,0,1,true
sc_0999,cross,a marking that consists of lines that cross each other,38,38,0,0,1,true
sc_1000,ground,a rational motive for a belief or action,38,38,0,0,1,true
sc_1001,hierarchical,classified according to various criteria into successive levels or layers,38,34,3,1,3,true
sc_1002,patriarchal,characteristic of a form of social organization in which the male is the family head and title is traced through the male line,38,38,0,0,1,true
sc_1003,amendment,the act of amending or correcting,38,38,0,0,1,true
sc_1004,assumption,a statement that is assumed to be true and from which a conclusion can be drawn,37,37,0,0,1,true
sc_1005,intervention,"the act of intervening (as to mediate a dispute, etc.)",37,35,2,0,2,true
sc_1006,subsequent,following in time or order,37,37,0,0,1,true
sc_1007,questioning,a request for information,37,37,0,0,1,true
sc_1008,institutionalized,officially placed in or committed to a specialized institution,37,37,0,0,1,true
sc_1009,coercion,the act of compelling by force of authority,37,37,0,0,1,true
sc_1010,vulnerable,susceptible to attack,37,35,2,0,2,true
sc_1011,dialogue,a conversation between two persons,37,35,2,0,2,true
sc_1012,weak,wanting in physical strength,37,37,0,0,1,true
sc_1013,lord,a person who has general authority over others,37,37,0,0,1,true
sc_1014,obvious,easily perceived and understood,37,37,0,0,1,true
sc_1015,urban,relating to or concerned with a city or densely populated area,37,37,0,0,1,true
sc_1016,witch,a female sorcerer or magician,37,37,0,0,1,true
sc_1017,pose,affected manners intended to impress others,37,36,1,0,2,true
sc_1018,mysticism,a religion based on mystical communion with an ultimate reality,37,37,0,0,1,true
sc_1019,earthly,of or belonging to or characteristic of this earth as distinguished from heaven,37,37,0,0,1,true
sc_1020,volume,the property of something that is great in magnitude,37,37,0,0,1,true
sc_1021,fbi,a federal law enforcement agency that is the principal investigative arm of the Department of Justice,37,37,0,0,1,true
sc_1022,married,a person who is married,37,37,0,0,1,true
sc_1023,front,the outward appearance of a person,37,37,0,0,1,true
sc_1024,philosophical,of or relating to philosophy or philosophers,36,36,0,0,1,true
sc_1025,moving,in motion,36,36,0,0,1,true
sc_1026,brainwashed,subjected to intensive forced indoctrination resulting in the rejection of old beliefs and acceptance of new ones,36,35,0,1,2,true
sc_1027,consistent,(sometimes followed by ‘with’) in agreement or consistent or reliable,36,28,8,0,2,true
sc_1028,unstable,lacking stability or fixity or firmness,36,36,0,0,1,true
sc_1029,target,a reference point to shoot at,36,36,0,0,1,true
sc_1030,contrary,a relation of direct opposition,36,36,0,0,1,true
sc_1031,immediate,having no intervening medium,36,36,0,0,1,true
sc_1032,unlikely,not likely to be true or to occur or to have occurred,36,36,0,0,1,true
sc_1033,pentecostalism,the principles and practices of Pentecostal religious groups; characterized by religious excitement and talking in tongues,36,36,0,0,1,true
sc_1034,religiosity,exaggerated or affected piety and religious zeal,36,36,0,0,1,true
sc_1035,instance,an item of information that is typical of a class or group,36,34,2,0,2,true
sc_1036,technique,a practical method or art applied to some particular task,36,35,1,0,2,true
sc_1037,acting,the performance of a part or role in a drama,36,36,0,0,1,true
sc_1038,trial,the act of testing something,36,36,0,0,1,true
sc_1039,conclusion,a position or opinion or judgment reached after consideration,36,36,0,0,1,true
sc_1040,subjective,taking place within the mind and modified by individual bias,36,34,2,0,2,true
sc_1041,cut,a share of the profits,36,36,0,0,1,true
sc_1042,harmful,causing or capable of causing harm,36,36,0,0,1,true
sc_1043,talk,an exchange of ideas via conversation,36,36,0,0,1,true
sc_1044,pure,free of extraneous elements of any kind,36,36,0,0,1,true
sc_1045,fellowship,an association of people who share common beliefs or activities,36,36,0,0,1,true
sc_1046,author,someone who originates or causes or initiates something,36,36,0,0,1,true
sc_1047,behaviour,the action or reaction of something (as a machine or substance) under specified circumstances,36,36,0,0,1,true
sc_1048,parliament,a legislative assembly in certain countries,36,36,0,0,1,true
sc_1049,code,a set of rules or principles or laws (especially written ones),35,33,2,0,2,true
sc_1050,administrative,of or relating to or responsible for administration,35,35,0,0,1,true
sc_1051,principal,the original amount of a debt on which interest is calculated,35,35,0,0,1,true
sc_1052,break,a pause from doing something (as work),35,35,0,0,1,true
sc_1053,motivated,provided with a motive or given incentive for action,35,35,0,0,1,true
sc_1054,exchange,chemical process in which one atom or ion or group changes places with another,35,35,0,0,1,true
sc_1055,stereotype,a conventional or formulaic conception or image,35,34,0,1,2,true
sc_1056,behavioral,of or relating to behavior,35,33,2,0,2,true
sc_1057,stable,resistant to change of position or condition,35,35,0,0,1,true
sc_1058,essence,the choicest or most essential or most vital part of some idea or experience,35,35,0,0,1,true
sc_1059,tool,the means whereby some act is accomplished,35,34,1,0,2,true
sc_1060,integrated,formed into a whole or introduced into another entity,35,35,0,0,1,true
sc_1061,dealing,method or manner of conduct in relation to others,35,35,0,0,1,true
sc_1062,division,an army unit large enough to sustain combat,35,35,0,0,1,true
sc_1063,capable,(usually followed by ‘of’) having capacity or ability,35,35,0,0,1,true
sc_1064,correct,free from error; especially conforming to fact or truth,35,35,0,0,1,true
sc_1065,link,the means of connection between things linked in series,35,34,1,0,2,true
sc_1066,george,Christian martyr; patron saint of England; hero of the legend of Saint George and the Dragon in which he slew a dragon and saved a princess (?-303),35,35,0,0,1,true
sc_1067,theme,the subject matter of a conversation or discussion,35,35,0,0,1,true
sc_1068,native,an indigenous person who was born in a particular place,35,35,0,0,1,true
sc_1069,restoration,the act of restoring something or someone to a satisfactory state,35,35,0,0,1,true
sc_1070,era,(baseball) a measure of a pitcher's effectiveness; calculated as the average number of earned runs allowed by the pitcher for every nine innings pitched,35,35,0,0,1,true
sc_1071,scale,an ordered reference standard,35,35,0,0,1,true
sc_1072,convinced,having a strong belief or conviction,35,34,0,1,2,true
sc_1073,methodological,relating to the methodology of some discipline,35,35,0,0,1,true
